droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,88,392.75,545.01,14.52,20.384632,10x,1.425
2,4,297,310.52,653.73,20.02,28.099173,10x,1.425
3,4,222,587.13,675.82,18.50,25.969438,10x,1.425
4,1,106,712.28,818.69,16.09,22.587997,10x,1.425
5,2,209,435.17,735.59,17.46,24.504995,10x,1.425
6,4,300,644.15,542.99,15.91,22.324053,10x,1.425
7,4,282,300.14,107.77,19.39,27.212673,10x,1.425
8,1,284,791.73,715.50,19.08,26.777557,10x,1.425
9,1,50,504.62,509.38,19.44,27.284777,10x,1.425
10,5,242,114.22,766.53,14.36,20.159715,10x,1.425
11,1,149,166.64,812.25,18.91,26.543457,10x,1.425
12,3,69,737.71,790.34,17.78,24.952652,10x,1.425
13,1,3,267.08,241.90,15.52,21.787966,10x,1.425
14,4,105,215.75,516.47,17.29,24.266125,10x,1.425
15,1,222,221.94,453.98,18.81,26.406092,10x,1.425
16,5,77,174.52,321.62,19.58,27.485857,10x,1.425
17,3,81,160.38,204.19,16.70,23.441197,10x,1.425
18,4,48,415.05,542.59,19.94,27.990985,10x,1.425
19,3,29,335.99,557.71,14.31,20.083402,10x,1.425
20,3,245,129.90,174.47,18.94,26.583188,10x,1.425
21,3,255,514.71,139.44,18.68,26.212337,10x,1.425
22,4,7,793.70,458.36,14.67,20.585375,10x,1.425
23,4,124,149.60,840.34,20.88,29.301622,10x,1.425
24,5,114,732.41,108.21,14.34,20.126742,10x,1.425
25,4,270,660.71,271.67,18.06,25.347480,10x,1.425
26,5,85,692.57,498.01,21.23,29.795915,10x,1.425
27,2,39,770.60,186.49,19.88,27.908120,10x,1.425
28,3,147,125.78,720.22,19.44,27.289762,10x,1.425
29,1,60,188.94,835.17,14.35,20.140397,10x,1.425
30,2,240,107.94,279.72,18.12,25.435119,10x,1.425
31,3,246,648.63,309.79,16.34,22.933053,10x,1.425
32,4,73,399.81,655.95,16.99,23.847460,10x,1.425
33,4,1,772.57,503.41,20.43,28.667694,10x,1.425
34,2,217,577.82,420.14,17.12,24.034847,10x,1.425
35,2,119,789.86,368.02,16.54,23.207653,10x,1.425
36,2,262,322.20,486.04,15.29,21.466596,10x,1.425
37,3,10,681.18,321.40,20.67,29.011576,10x,1.425
38,1,237,742.39,490.83,15.84,22.228390,10x,1.425
39,3,143,152.22,267.50,17.05,23.930636,10x,1.425
40,3,179,755.48,376.06,15.52,21.788754,10x,1.425
41,1,11,195.88,746.06,17.07,23.959496,10x,1.425
42,2,272,451.48,311.69,19.16,26.887493,10x,1.425
43,4,160,532.13,714.95,16.36,22.955561,10x,1.425
44,4,272,176.33,868.38,14.59,20.471509,10x,1.425
45,2,97,294.57,469.56,14.77,20.727417,10x,1.425
46,2,156,346.19,249.41,18.11,25.418695,10x,1.425
47,5,120,129.92,382.11,19.99,28.058492,10x,1.425
48,1,50,189.59,693.18,18.64,26.164163,10x,1.425
49,5,2,709.02,671.60,19.11,26.814536,10x,1.425
50,5,132,767.05,663.25,16.66,23.383508,10x,1.425
