droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,31,420.73,899.59,19.34,27.137783,10x,1.425
2,5,239,405.91,230.07,20.73,29.100882,10x,1.425
3,3,20,765.92,294.43,19.70,27.645501,10x,1.425
4,4,119,411.22,802.90,19.03,26.704574,10x,1.425
5,5,71,321.58,250.41,20.63,28.947563,10x,1.425
6,2,268,133.48,747.85,19.28,27.061680,10x,1.425
7,2,112,420.52,388.35,19.93,27.978460,10x,1.425
8,1,204,294.58,531.63,16.73,23.474605,10x,1.425
9,3,162,701.07,245.89,17.28,24.253748,10x,1.425
10,5,289,627.41,570.26,17.02,23.893154,10x,1.425
11,2,221,114.11,519.28,20.34,28.547082,10x,1.425
12,1,202,374.91,895.32,14.93,20.948112,10x,1.425
13,3,169,369.68,605.74,17.03,23.905191,10x,1.425
14,4,240,762.38,570.34,17.19,24.121494,10x,1.425
15,1,208,677.44,278.22,20.59,28.897663,10x,1.425
16,4,140,159.22,709.43,17.68,24.820748,10x,1.425
17,4,105,712.17,397.34,18.40,25.820014,10x,1.425
18,2,158,387.61,551.89,16.20,22.734755,10x,1.425
19,1,35,370.50,472.67,16.30,22.881127,10x,1.425
20,2,282,591.90,699.98,20.94,29.392209,10x,1.425
21,1,165,522.26,114.95,20.87,29.284840,10x,1.425
22,3,197,533.92,226.60,18.76,26.335449,10x,1.425
23,1,128,175.41,104.35,17.62,24.726426,10x,1.425
24,2,20,694.94,303.42,15.91,22.325024,10x,1.425
25,5,88,751.79,569.55,15.53,21.795698,10x,1.425
26,5,65,124.68,658.17,18.36,25.763726,10x,1.425
27,5,299,775.15,572.40,14.38,20.177755,10x,1.425
28,2,94,627.33,442.64,17.61,24.721793,10x,1.425
29,4,274,701.19,179.97,16.10,22.594349,10x,1.425
30,5,286,434.24,355.81,18.11,25.416258,10x,1.425
31,3,113,426.77,404.38,15.66,21.976891,10x,1.425
32,1,254,740.21,765.47,20.97,29.426010,10x,1.425
33,3,49,433.93,692.76,14.56,20.441031,10x,1.425
34,4,133,734.53,474.13,17.19,24.126013,10x,1.425
35,4,125,642.06,208.60,21.11,29.630799,10x,1.425
36,1,40,402.95,419.90,19.57,27.465183,10x,1.425
37,3,118,732.02,469.65,14.85,20.835122,10x,1.425
38,1,115,710.06,462.68,14.96,20.992982,10x,1.425
39,5,41,508.08,343.74,20.34,28.544238,10x,1.425
40,2,231,430.63,157.41,17.29,24.266337,10x,1.425
41,5,66,166.97,846.83,14.52,20.384840,10x,1.425
42,5,213,790.99,742.09,18.38,25.789849,10x,1.425
43,4,155,640.39,608.89,17.03,23.906791,10x,1.425
44,2,218,369.50,807.76,16.35,22.940390,10x,1.425
45,5,282,443.49,799.41,21.28,29.869726,10x,1.425
46,5,241,583.45,129.84,16.16,22.676753,10x,1.425
47,2,262,691.52,485.01,15.83,22.223843,10x,1.425
48,3,190,441.22,618.14,17.37,24.382743,10x,1.425
49,2,119,799.72,744.23,19.39,27.212122,10x,1.425
50,1,67,700.05,158.97,14.85,20.836089,10x,1.425
