droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,135,482.01,740.21,14.71,20.640537,10x,1.425
2,1,265,110.61,604.00,16.32,22.907701,10x,1.425
3,1,10,326.58,661.79,17.17,24.099041,10x,1.425
4,2,15,453.29,336.31,20.23,28.396148,10x,1.425
5,4,258,160.49,327.87,21.30,29.896080,10x,1.425
6,1,108,787.35,459.60,17.99,25.251811,10x,1.425
7,1,276,122.05,378.39,21.32,29.925147,10x,1.425
8,3,182,625.34,265.24,19.42,27.256026,10x,1.425
9,1,245,573.16,591.55,14.31,20.077463,10x,1.425
10,5,218,762.93,847.49,17.50,24.560652,10x,1.425
11,4,61,762.83,295.32,20.59,28.897159,10x,1.425
12,1,245,397.27,135.47,18.23,25.585234,10x,1.425
13,5,213,163.99,477.25,16.11,22.613779,10x,1.425
14,1,50,511.65,694.26,20.18,28.327180,10x,1.425
15,1,1,293.66,530.89,19.68,27.617605,10x,1.425
16,2,137,480.00,677.23,18.06,25.349824,10x,1.425
17,3,66,621.07,339.30,15.71,22.055500,10x,1.425
18,3,47,288.59,862.19,15.04,21.113383,10x,1.425
19,3,103,327.47,516.87,19.16,26.896147,10x,1.425
20,3,238,125.63,772.91,17.30,24.281918,10x,1.425
21,1,18,747.96,702.69,18.89,26.508746,10x,1.425
22,1,260,258.68,731.98,18.99,26.650957,10x,1.425
23,3,198,145.68,340.12,15.09,21.181540,10x,1.425
24,2,150,324.70,448.98,16.80,23.582493,10x,1.425
25,2,4,101.87,198.73,20.25,28.422882,10x,1.425
26,5,155,488.60,721.86,17.27,24.240617,10x,1.425
27,1,34,432.26,680.51,17.89,25.104623,10x,1.425
28,4,61,711.42,795.38,15.25,21.409251,10x,1.425
29,3,34,587.17,452.78,18.44,25.880019,10x,1.425
30,2,236,533.59,115.54,21.07,29.567760,10x,1.425
31,3,179,446.20,645.48,18.38,25.795376,10x,1.425
32,3,80,380.47,455.76,17.70,24.842994,10x,1.425
33,2,257,737.59,206.72,18.43,25.867612,10x,1.425
34,2,271,300.59,703.41,21.08,29.585042,10x,1.425
35,4,8,555.64,859.68,17.12,24.030124,10x,1.425
36,4,121,407.13,192.93,14.96,20.995967,10x,1.425
37,1,38,175.30,174.06,15.07,21.154347,10x,1.425
38,2,142,589.95,405.34,17.34,24.333349,10x,1.425
39,1,219,273.13,222.15,14.79,20.752472,10x,1.425
40,1,291,634.57,371.26,19.98,28.045148,10x,1.425
41,3,79,431.02,162.14,16.25,22.809427,10x,1.425
42,5,90,735.83,366.02,19.55,27.441719,10x,1.425
43,5,241,703.33,418.31,17.70,24.837337,10x,1.425
44,2,46,266.04,363.84,17.97,25.225637,10x,1.425
45,1,60,414.35,135.88,19.35,27.153359,10x,1.425
46,4,280,607.03,134.96,16.80,23.580552,10x,1.425
47,1,94,724.20,215.40,18.76,26.329376,10x,1.425
48,3,148,460.33,228.58,18.96,26.608514,10x,1.425
49,3,259,162.62,855.06,14.54,20.403874,10x,1.425
50,2,282,180.49,134.63,21.00,29.469862,10x,1.425
