droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,285,215.91,161.63,19.13,26.843897,10x,1.425
2,2,240,516.59,207.03,19.56,27.449028,10x,1.425
3,1,285,247.61,691.62,16.35,22.945539,10x,1.425
4,5,219,181.94,436.64,17.42,24.447202,10x,1.425
5,5,183,374.92,110.52,16.79,23.560259,10x,1.425
6,4,258,185.34,417.67,14.71,20.643480,10x,1.425
7,4,297,186.79,734.61,21.25,29.823862,10x,1.425
8,1,177,411.29,481.01,17.34,24.341739,10x,1.425
9,4,290,400.31,814.65,14.47,20.314311,10x,1.425
10,4,233,560.66,413.24,20.32,28.521777,10x,1.425
11,3,162,274.06,663.04,15.95,22.382785,10x,1.425
12,2,60,585.33,515.47,14.53,20.387676,10x,1.425
13,5,288,679.88,860.36,21.03,29.519795,10x,1.425
14,4,254,407.13,755.87,16.11,22.605054,10x,1.425
15,1,255,197.62,112.98,14.80,20.775241,10x,1.425
16,1,220,537.04,360.25,19.89,27.910651,10x,1.425
17,2,58,798.23,744.60,21.06,29.563686,10x,1.425
18,1,12,439.40,793.13,14.27,20.024536,10x,1.425
19,5,212,710.27,549.99,17.25,24.204716,10x,1.425
20,5,284,285.92,155.90,17.35,24.344452,10x,1.425
21,4,226,786.51,319.37,19.18,26.917366,10x,1.425
22,2,49,142.53,619.50,14.69,20.619134,10x,1.425
23,2,227,402.46,783.10,15.93,22.355491,10x,1.425
24,2,162,132.85,457.24,17.24,24.202956,10x,1.425
25,5,209,557.72,512.66,17.23,24.183843,10x,1.425
26,1,156,725.01,528.78,15.96,22.396343,10x,1.425
27,1,129,107.09,538.03,19.55,27.435029,10x,1.425
28,5,298,605.84,293.36,16.80,23.580292,10x,1.425
29,1,274,125.51,503.69,20.09,28.197402,10x,1.425
30,2,203,774.05,519.89,20.42,28.664044,10x,1.425
31,1,187,780.65,376.55,15.41,21.621556,10x,1.425
32,2,19,427.42,683.93,17.74,24.903540,10x,1.425
33,1,71,714.93,889.26,14.70,20.628659,10x,1.425
34,2,182,119.07,519.99,16.51,23.173751,10x,1.425
35,2,186,136.63,651.22,20.28,28.466134,10x,1.425
36,5,124,536.00,312.12,20.58,28.877414,10x,1.425
37,5,275,498.11,119.63,21.28,29.870704,10x,1.425
38,4,175,431.62,417.30,14.95,20.986961,10x,1.425
39,1,22,764.08,813.57,21.23,29.800810,10x,1.425
40,5,171,186.53,726.66,15.92,22.339014,10x,1.425
41,2,275,221.73,779.46,15.54,21.814782,10x,1.425
42,5,274,462.43,548.06,20.89,29.323310,10x,1.425
43,3,105,461.88,633.74,17.65,24.777550,10x,1.425
44,2,94,338.95,309.18,19.61,27.519371,10x,1.425
45,2,36,523.32,803.00,16.13,22.637861,10x,1.425
46,4,274,330.90,197.70,20.47,28.734409,10x,1.425
47,2,252,210.76,151.05,20.63,28.958898,10x,1.425
48,4,155,115.56,781.32,16.49,23.143886,10x,1.425
49,5,174,729.84,181.91,21.25,29.823112,10x,1.425
50,5,53,637.75,869.54,19.37,27.179306,10x,1.425
