droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,112,321.17,262.95,14.90,20.916968,10x,1.425
2,4,234,425.30,218.21,15.19,21.317141,10x,1.425
3,3,124,428.61,114.62,17.00,23.865179,10x,1.425
4,3,299,132.28,508.51,16.54,23.207455,10x,1.425
5,3,282,576.62,276.40,20.90,29.330222,10x,1.425
6,2,185,118.09,275.97,20.37,28.590852,10x,1.425
7,2,190,431.07,817.22,16.96,23.800018,10x,1.425
8,1,97,185.08,776.66,21.37,29.992107,10x,1.425
9,5,14,537.03,344.05,17.50,24.562253,10x,1.425
10,2,6,144.57,763.21,15.02,21.080783,10x,1.425
11,4,297,751.61,348.65,17.29,24.260946,10x,1.425
12,4,195,287.93,865.64,16.40,23.013841,10x,1.425
13,5,277,200.73,397.87,14.45,20.276928,10x,1.425
14,4,73,763.87,331.25,20.41,28.647301,10x,1.425
15,5,61,335.66,822.40,20.15,28.285205,10x,1.425
16,1,219,442.35,520.78,15.81,22.193154,10x,1.425
17,5,33,520.74,277.86,14.94,20.968799,10x,1.425
18,2,8,672.48,440.91,16.83,23.622888,10x,1.425
19,5,165,725.28,150.48,20.15,28.277900,10x,1.425
20,5,142,783.29,292.83,16.25,22.800559,10x,1.425
21,3,49,656.88,642.52,21.23,29.802466,10x,1.425
22,1,113,275.24,792.60,20.94,29.386176,10x,1.425
23,5,116,130.21,281.90,14.48,20.321635,10x,1.425
24,2,56,559.49,367.24,17.57,24.659570,10x,1.425
25,4,24,355.51,112.26,18.58,26.072426,10x,1.425
26,1,154,436.28,846.85,15.63,21.942664,10x,1.425
27,5,290,446.23,849.35,20.85,29.267191,10x,1.425
28,5,35,117.04,157.83,16.45,23.081645,10x,1.425
29,2,248,566.66,668.28,17.83,25.029314,10x,1.425
30,3,278,639.39,394.18,19.01,26.674031,10x,1.425
31,3,165,156.59,860.68,16.35,22.945779,10x,1.425
32,5,97,651.25,239.77,14.94,20.970364,10x,1.425
33,5,203,438.18,495.23,15.32,21.495522,10x,1.425
34,2,145,584.55,649.30,16.82,23.605145,10x,1.425
35,3,66,182.86,857.48,20.34,28.547410,10x,1.425
36,2,273,202.97,824.22,18.94,26.586222,10x,1.425
37,4,49,304.42,549.15,19.41,27.242436,10x,1.425
38,1,204,429.43,224.63,17.18,24.107256,10x,1.425
39,4,275,629.01,142.51,18.96,26.609328,10x,1.425
40,1,133,771.79,448.70,20.48,28.750359,10x,1.425
41,2,149,566.96,209.98,17.52,24.595227,10x,1.425
42,5,233,344.62,574.13,20.35,28.563670,10x,1.425
43,5,184,384.52,641.88,18.76,26.331723,10x,1.425
44,2,171,528.88,187.71,16.62,23.322244,10x,1.425
45,5,246,172.28,218.70,14.60,20.484822,10x,1.425
46,4,52,788.60,270.62,18.67,26.204992,10x,1.425
47,3,189,759.32,197.13,20.51,28.784737,10x,1.425
48,3,220,659.54,705.60,15.14,21.254100,10x,1.425
49,4,100,572.17,408.92,14.71,20.646247,10x,1.425
50,3,135,608.71,289.14,17.86,25.066313,10x,1.425
