droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,167,705.88,316.06,19.05,26.738055,10x,1.425
2,5,140,474.72,284.13,17.30,24.284525,10x,1.425
3,3,125,564.10,514.36,19.48,27.336150,10x,1.425
4,1,52,428.35,437.95,17.15,24.064511,10x,1.425
5,5,177,526.73,585.83,14.29,20.061403,10x,1.425
6,5,66,435.72,887.94,15.59,21.880476,10x,1.425
7,1,137,760.88,417.62,15.61,21.906924,10x,1.425
8,1,159,787.87,244.63,17.62,24.733529,10x,1.425
9,2,94,666.66,124.05,17.60,24.707679,10x,1.425
10,5,261,142.09,873.57,18.35,25.756491,10x,1.425
11,5,286,379.68,798.57,18.07,25.368346,10x,1.425
12,1,72,613.69,550.39,17.88,25.099268,10x,1.425
13,2,200,576.67,691.73,20.04,28.123870,10x,1.425
14,3,272,503.52,359.28,17.45,24.488306,10x,1.425
15,3,270,528.19,735.05,19.08,26.772924,10x,1.425
16,3,72,225.46,293.22,17.66,24.791294,10x,1.425
17,4,190,753.58,742.70,15.46,21.703894,10x,1.425
18,4,200,393.33,243.37,18.34,25.745226,10x,1.425
19,3,144,184.01,229.55,15.39,21.604111,10x,1.425
20,2,13,448.23,511.98,17.99,25.249631,10x,1.425
21,1,245,351.01,267.17,16.57,23.259032,10x,1.425
22,3,159,340.31,749.01,20.68,29.026673,10x,1.425
23,5,195,129.89,587.02,16.52,23.188344,10x,1.425
24,1,140,122.69,161.12,14.78,20.742597,10x,1.425
25,4,187,191.96,842.21,16.33,22.912459,10x,1.425
26,4,194,652.90,502.38,19.16,26.886850,10x,1.425
27,5,115,573.12,790.76,18.28,25.658206,10x,1.425
28,5,292,484.26,841.74,17.15,24.069579,10x,1.425
29,1,241,232.18,391.74,18.43,25.870411,10x,1.425
30,1,109,789.59,305.31,17.17,24.096148,10x,1.425
31,4,182,726.46,475.51,19.16,26.884730,10x,1.425
32,3,62,382.22,368.01,15.42,21.647645,10x,1.425
33,2,131,656.25,676.69,19.10,26.813724,10x,1.425
34,3,66,237.85,688.04,20.14,28.260334,10x,1.425
35,1,77,331.51,481.37,15.55,21.817778,10x,1.425
36,2,290,176.68,741.01,20.87,29.285338,10x,1.425
37,2,292,648.00,803.15,17.73,24.887628,10x,1.425
38,4,32,782.67,214.80,21.15,29.688446,10x,1.425
39,1,265,697.48,606.89,15.13,21.230982,10x,1.425
40,5,140,633.74,792.11,16.24,22.792444,10x,1.425
41,5,236,519.37,441.05,20.68,29.027505,10x,1.425
42,2,42,181.13,317.57,15.24,21.387926,10x,1.425
43,5,290,512.36,347.14,14.39,20.199687,10x,1.425
44,1,169,119.49,580.43,17.12,24.028964,10x,1.425
45,1,294,424.14,259.43,16.33,22.914819,10x,1.425
46,2,298,567.75,733.08,15.28,21.440219,10x,1.425
47,5,188,598.63,371.14,20.93,29.371204,10x,1.425
48,2,27,745.71,704.53,17.02,23.893857,10x,1.425
49,4,107,546.90,189.94,15.27,21.428402,10x,1.425
50,2,106,253.40,249.52,18.40,25.821494,10x,1.425
