droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,26,157.09,843.09,16.72,23.465401,10x,1.425
2,1,62,436.34,638.65,19.52,27.396493,10x,1.425
3,5,199,308.29,725.97,16.65,23.375372,10x,1.425
4,2,178,313.17,589.78,17.26,24.225078,10x,1.425
5,3,14,188.78,675.64,16.66,23.388121,10x,1.425
6,3,261,561.12,355.15,17.88,25.088357,10x,1.425
7,4,185,662.93,716.80,19.04,26.728205,10x,1.425
8,3,223,168.85,759.20,19.67,27.602633,10x,1.425
9,3,167,736.93,282.37,16.05,22.531913,10x,1.425
10,3,237,505.97,613.84,19.29,27.073899,10x,1.425
11,4,47,555.86,519.84,18.59,26.091174,10x,1.425
12,5,179,708.38,474.89,15.86,22.263804,10x,1.425
13,5,113,722.92,628.30,18.54,26.024909,10x,1.425
14,4,109,499.52,729.08,19.23,26.991987,10x,1.425
15,5,173,121.99,416.37,17.18,24.109615,10x,1.425
16,1,65,550.09,194.82,19.50,27.368752,10x,1.425
17,5,151,316.86,401.95,20.15,28.287645,10x,1.425
18,1,168,771.91,454.95,17.14,24.063070,10x,1.425
19,1,28,585.00,557.32,21.34,29.956872,10x,1.425
20,1,53,590.57,212.40,14.44,20.266945,10x,1.425
21,4,262,733.77,697.01,15.24,21.386122,10x,1.425
22,3,146,713.49,831.24,15.91,22.332142,10x,1.425
23,1,241,525.46,201.93,16.17,22.694320,10x,1.425
24,4,241,452.85,201.61,18.23,25.591305,10x,1.425
25,5,77,605.97,144.78,17.66,24.790559,10x,1.425
26,3,78,792.68,279.22,21.30,29.897706,10x,1.425
27,4,141,373.40,122.27,19.65,27.577008,10x,1.425
28,2,102,562.98,520.21,21.08,29.588838,10x,1.425
29,2,255,311.51,108.64,19.99,28.050877,10x,1.425
30,1,133,168.99,225.61,20.80,29.193753,10x,1.425
31,5,13,552.59,814.91,19.18,26.918705,10x,1.425
32,1,96,614.37,666.03,20.63,28.957449,10x,1.425
33,2,34,341.88,621.67,16.37,22.971182,10x,1.425
34,4,260,198.45,128.04,19.95,28.001784,10x,1.425
35,5,169,693.16,241.75,18.93,26.568401,10x,1.425
36,5,200,614.65,816.81,20.60,28.914528,10x,1.425
37,4,274,602.28,382.75,16.51,23.168842,10x,1.425
38,4,184,562.19,353.80,16.83,23.617866,10x,1.425
39,1,200,190.07,476.53,18.77,26.338378,10x,1.425
40,4,138,382.97,154.65,14.86,20.861020,10x,1.425
41,5,127,310.44,741.98,20.28,28.466992,10x,1.425
42,4,71,630.70,848.58,17.14,24.057265,10x,1.425
43,4,183,324.28,674.84,17.09,23.980371,10x,1.425
44,2,229,493.30,156.95,16.03,22.493709,10x,1.425
45,4,75,415.22,563.40,20.73,29.095234,10x,1.425
46,4,108,797.52,603.67,20.09,28.190294,10x,1.425
47,2,200,654.58,403.91,20.78,29.165730,10x,1.425
48,3,189,245.95,620.40,19.61,27.517838,10x,1.425
49,1,72,406.37,142.84,17.90,25.119832,10x,1.425
50,5,145,574.00,334.53,17.69,24.821331,10x,1.425
