droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,270,705.87,645.47,17.41,24.440297,10x,1.425
2,2,232,239.83,111.80,19.99,28.060741,10x,1.425
3,5,148,594.61,780.01,15.88,22.289977,10x,1.425
4,3,277,351.44,298.46,18.01,25.277124,10x,1.425
5,1,160,437.22,628.30,14.27,20.034701,10x,1.425
6,3,84,309.28,209.34,16.74,23.496910,10x,1.425
7,2,173,460.22,826.82,16.64,23.357859,10x,1.425
8,2,253,433.85,349.99,21.29,29.873720,10x,1.425
9,1,34,388.04,602.56,17.41,24.435654,10x,1.425
10,2,262,671.80,864.09,14.53,20.398014,10x,1.425
11,2,111,251.43,255.58,14.93,20.956717,10x,1.425
12,5,99,200.41,379.60,14.87,20.865493,10x,1.425
13,2,178,478.84,883.15,20.61,28.931447,10x,1.425
14,2,154,642.31,418.10,18.35,25.755558,10x,1.425
15,4,38,341.49,669.10,19.63,27.554529,10x,1.425
16,1,57,322.82,728.14,18.87,26.489178,10x,1.425
17,3,43,247.92,446.76,16.11,22.610982,10x,1.425
18,4,283,567.74,198.47,18.76,26.325271,10x,1.425
19,3,153,479.28,421.89,18.26,25.629343,10x,1.425
20,2,89,229.88,352.44,21.05,29.547779,10x,1.425
21,5,33,541.98,644.16,20.43,28.668900,10x,1.425
22,5,125,774.20,149.55,15.58,21.870343,10x,1.425
23,3,172,722.12,818.09,20.92,29.354785,10x,1.425
24,2,33,444.01,701.11,20.09,28.203365,10x,1.425
25,4,51,312.31,335.25,15.85,22.250787,10x,1.425
26,3,204,337.65,425.17,18.45,25.889778,10x,1.425
27,4,298,320.24,196.21,18.04,25.313020,10x,1.425
28,2,94,122.58,798.16,17.93,25.163175,10x,1.425
29,3,75,495.82,724.27,14.28,20.039827,10x,1.425
30,2,165,481.06,782.66,18.49,25.944748,10x,1.425
31,4,193,743.08,677.54,18.01,25.273252,10x,1.425
32,5,201,482.80,179.97,15.71,22.044617,10x,1.425
33,2,92,457.62,628.60,19.35,27.156333,10x,1.425
34,2,153,756.90,896.48,20.96,29.417154,10x,1.425
35,1,274,281.88,815.63,15.56,21.836386,10x,1.425
36,5,124,466.96,810.06,20.12,28.235806,10x,1.425
37,1,61,645.33,756.69,15.65,21.963899,10x,1.425
38,5,99,353.22,225.73,18.37,25.788821,10x,1.425
39,3,278,438.52,166.80,18.52,25.993899,10x,1.425
40,5,69,261.47,571.57,16.51,23.166956,10x,1.425
41,2,264,173.81,229.45,19.76,27.739744,10x,1.425
42,2,224,509.51,338.30,18.72,26.275274,10x,1.425
43,2,6,694.91,681.67,18.81,26.396198,10x,1.425
44,4,11,771.86,121.10,16.61,23.316116,10x,1.425
45,4,150,283.91,655.72,18.71,26.266643,10x,1.425
46,1,215,521.70,752.07,14.74,20.686221,10x,1.425
47,3,150,274.90,744.98,15.03,21.101029,10x,1.425
48,4,249,495.71,415.35,15.23,21.368464,10x,1.425
49,1,47,499.76,119.21,15.52,21.787437,10x,1.425
50,3,152,788.60,777.33,20.42,28.659087,10x,1.425
