droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,92,520.44,437.42,16.09,22.587211,10x,1.425
2,5,149,315.91,745.66,18.31,25.704049,10x,1.425
3,5,130,587.80,373.15,15.12,21.222389,10x,1.425
4,2,270,334.52,854.04,21.16,29.694782,10x,1.425
5,3,23,634.38,191.73,14.83,20.820392,10x,1.425
6,4,297,426.41,623.49,14.55,20.423039,10x,1.425
7,5,46,262.51,738.35,16.94,23.770053,10x,1.425
8,3,79,615.88,159.21,18.33,25.728869,10x,1.425
9,3,10,709.78,804.23,20.16,28.293864,10x,1.425
10,1,55,305.14,873.01,19.27,27.039534,10x,1.425
11,1,229,417.17,284.15,14.35,20.146835,10x,1.425
12,3,202,713.17,554.70,21.01,29.485152,10x,1.425
13,1,62,563.13,870.26,19.86,27.876960,10x,1.425
14,1,93,792.33,307.96,19.01,26.680020,10x,1.425
15,2,64,116.93,862.73,14.85,20.844542,10x,1.425
16,3,160,126.43,818.13,15.83,22.211903,10x,1.425
17,2,297,134.66,511.69,15.02,21.080099,10x,1.425
18,5,143,664.26,347.70,15.63,21.938475,10x,1.425
19,1,225,229.40,700.76,16.89,23.699122,10x,1.425
20,3,91,155.44,312.49,19.91,27.948926,10x,1.425
21,1,228,330.45,701.28,16.32,22.900051,10x,1.425
22,5,79,118.08,116.22,19.89,27.916922,10x,1.425
23,1,30,474.36,820.23,15.81,22.182708,10x,1.425
24,4,25,790.72,149.63,15.75,22.106660,10x,1.425
25,4,216,605.55,249.61,15.07,21.146075,10x,1.425
26,3,161,431.31,596.59,17.45,24.492401,10x,1.425
27,1,181,462.60,580.94,21.17,29.711463,10x,1.425
28,1,288,112.34,662.30,14.96,20.997748,10x,1.425
29,5,170,207.34,127.11,19.65,27.578162,10x,1.425
30,2,295,537.83,293.17,15.68,22.000942,10x,1.425
31,3,39,164.85,394.21,14.50,20.354193,10x,1.425
32,5,91,122.71,610.38,19.69,27.635822,10x,1.425
33,5,62,152.18,438.24,19.04,26.728810,10x,1.425
34,1,295,168.88,228.01,18.44,25.882025,10x,1.425
35,1,179,132.66,521.09,19.56,27.457434,10x,1.425
36,2,42,145.60,414.78,15.02,21.077400,10x,1.425
37,4,30,472.23,174.86,19.42,27.250302,10x,1.425
38,4,270,628.04,812.59,14.85,20.845479,10x,1.425
39,5,270,725.31,866.18,15.81,22.194969,10x,1.425
40,1,208,154.05,191.59,14.51,20.363401,10x,1.425
41,1,264,570.63,750.70,19.23,26.991174,10x,1.425
42,3,105,660.93,586.09,20.05,28.144955,10x,1.425
43,4,226,155.37,699.67,15.62,21.918257,10x,1.425
44,2,124,540.53,325.49,14.96,20.992855,10x,1.425
45,4,189,302.82,670.14,19.15,26.882583,10x,1.425
46,2,19,422.53,181.31,16.05,22.530197,10x,1.425
47,3,11,296.63,105.53,21.13,29.655434,10x,1.425
48,1,77,600.00,688.12,14.65,20.556992,10x,1.425
49,3,267,665.55,855.62,18.46,25.904133,10x,1.425
50,5,54,148.41,895.12,17.75,24.918197,10x,1.425
