droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,231,378.16,241.85,18.88,26.495951,10x,1.425
2,5,105,574.36,859.81,19.46,27.309203,10x,1.425
3,1,70,735.30,686.79,17.35,24.345818,10x,1.425
4,4,48,226.44,585.59,20.83,29.241647,10x,1.425
5,1,282,561.10,197.98,17.20,24.141291,10x,1.425
6,4,51,715.82,898.42,19.07,26.765337,10x,1.425
7,4,54,493.37,577.64,17.66,24.791130,10x,1.425
8,2,208,671.06,350.38,16.17,22.699458,10x,1.425
9,5,168,797.38,488.52,21.31,29.909874,10x,1.425
10,4,39,672.79,850.67,16.60,23.302698,10x,1.425
11,5,180,508.58,560.27,20.62,28.935007,10x,1.425
12,3,80,727.66,676.44,16.69,23.419265,10x,1.425
13,3,269,657.63,194.66,15.17,21.295508,10x,1.425
14,5,74,387.91,276.00,19.53,27.407199,10x,1.425
15,1,49,460.85,381.34,15.09,21.175082,10x,1.425
16,1,78,173.86,524.76,21.35,29.962749,10x,1.425
17,2,164,678.60,143.15,19.22,26.982083,10x,1.425
18,4,159,796.65,450.93,15.45,21.687079,10x,1.425
19,3,298,401.62,603.11,17.18,24.112906,10x,1.425
20,4,256,423.56,594.25,19.63,27.551180,10x,1.425
21,2,61,484.86,315.79,20.79,29.176634,10x,1.425
22,1,114,592.07,295.22,18.97,26.627669,10x,1.425
23,5,195,484.33,726.13,14.51,20.368709,10x,1.425
24,3,160,342.83,279.63,14.51,20.366700,10x,1.425
25,2,57,157.64,785.66,15.47,21.707843,10x,1.425
26,2,274,554.34,401.14,15.79,22.163947,10x,1.425
27,2,95,108.93,214.36,17.37,24.374350,10x,1.425
28,4,61,705.10,615.25,19.26,27.034501,10x,1.425
29,4,268,134.44,587.97,19.67,27.605594,10x,1.425
30,2,57,741.35,250.46,18.43,25.860136,10x,1.425
31,1,283,114.22,741.56,18.79,26.369254,10x,1.425
32,2,98,431.60,707.34,15.04,21.110885,10x,1.425
33,3,159,146.66,280.05,19.56,27.455904,10x,1.425
34,2,78,598.04,868.29,16.81,23.586755,10x,1.425
35,4,257,720.60,833.22,18.36,25.764820,10x,1.425
36,4,227,354.64,592.68,20.39,28.616034,10x,1.425
37,1,175,164.88,568.25,19.87,27.892374,10x,1.425
38,1,18,726.51,349.70,14.55,20.423178,10x,1.425
39,4,13,276.40,480.52,15.91,22.330105,10x,1.425
40,5,49,756.68,725.04,18.96,26.608572,10x,1.425
41,3,210,155.73,746.11,18.39,25.812943,10x,1.425
42,5,186,595.79,326.37,17.93,25.169174,10x,1.425
43,4,50,699.07,821.96,14.48,20.328580,10x,1.425
44,3,172,498.26,183.44,15.03,21.096445,10x,1.425
45,1,149,448.39,488.58,21.05,29.548059,10x,1.425
46,5,260,538.74,674.56,20.13,28.258770,10x,1.425
47,3,135,301.71,866.66,14.69,20.617733,10x,1.425
48,5,285,436.22,581.16,18.91,26.536739,10x,1.425
49,3,50,452.32,788.76,17.03,23.899384,10x,1.425
50,1,259,565.10,695.60,14.76,20.708885,10x,1.425
