droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,120,476.52,324.95,15.39,21.601931,10x,1.425
2,2,108,563.89,368.64,14.56,20.433536,10x,1.425
3,4,57,744.87,879.14,16.52,23.192382,10x,1.425
4,1,154,368.91,872.53,16.86,23.667576,10x,1.425
5,4,68,702.65,501.50,16.44,23.075591,10x,1.425
6,5,209,647.76,807.41,18.43,25.867087,10x,1.425
7,4,85,621.06,297.51,18.86,26.471297,10x,1.425
8,5,175,100.73,633.51,16.23,22.772058,10x,1.425
9,3,64,218.48,389.63,21.02,29.506128,10x,1.425
10,1,17,586.93,605.99,14.61,20.506434,10x,1.425
11,3,79,245.70,487.00,17.96,25.206318,10x,1.425
12,3,235,541.82,864.07,18.53,26.010807,10x,1.425
13,1,254,464.83,239.25,17.25,24.206854,10x,1.425
14,3,170,619.50,135.66,15.91,22.333763,10x,1.425
15,5,56,621.09,366.19,20.12,28.236749,10x,1.425
16,3,147,152.71,394.86,15.43,21.653193,10x,1.425
17,5,131,463.51,609.79,17.59,24.690423,10x,1.425
18,5,268,385.00,240.27,19.90,27.933371,10x,1.425
19,3,38,213.72,821.18,14.80,20.778706,10x,1.425
20,5,207,138.08,521.85,20.12,28.240375,10x,1.425
21,3,142,715.25,879.06,15.23,21.370856,10x,1.425
22,2,132,682.84,669.41,15.25,21.401699,10x,1.425
23,3,299,356.95,621.72,20.48,28.750186,10x,1.425
24,1,97,177.60,410.04,18.96,26.607871,10x,1.425
25,2,276,796.21,808.83,18.83,26.422872,10x,1.425
26,3,95,619.81,256.64,17.22,24.165708,10x,1.425
27,1,43,624.58,889.99,20.32,28.522373,10x,1.425
28,3,273,205.81,338.41,19.01,26.686032,10x,1.425
29,2,255,394.77,823.51,20.21,28.361555,10x,1.425
30,3,240,428.58,827.97,20.22,28.385092,10x,1.425
31,1,141,292.49,573.50,17.20,24.146941,10x,1.425
32,3,225,257.49,647.84,14.45,20.280643,10x,1.425
33,2,204,209.32,691.43,20.66,28.993222,10x,1.425
34,4,4,211.85,351.91,18.33,25.731183,10x,1.425
35,2,95,257.93,179.89,17.78,24.959856,10x,1.425
36,4,8,731.39,824.72,14.81,20.787397,10x,1.425
37,2,213,488.42,138.32,20.22,28.374332,10x,1.425
38,5,194,167.45,232.54,19.57,27.471036,10x,1.425
39,2,219,688.17,208.42,18.48,25.934817,10x,1.425
40,5,213,341.04,816.84,18.78,26.360956,10x,1.425
41,2,128,192.30,107.15,17.78,24.955029,10x,1.425
42,5,254,663.44,386.25,20.93,29.381165,10x,1.425
43,4,122,107.99,702.15,20.02,28.096480,10x,1.425
44,3,79,796.44,128.95,20.05,28.142913,10x,1.425
45,5,211,259.80,757.84,18.79,26.372384,10x,1.425
46,5,181,258.68,844.78,19.55,27.443003,10x,1.425
47,3,256,115.77,404.15,14.85,20.842207,10x,1.425
48,3,132,314.53,447.75,20.23,28.398398,10x,1.425
49,5,40,384.18,736.64,19.77,27.742360,10x,1.425
50,2,212,775.83,169.43,15.15,21.269807,10x,1.425
