droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,166,710.98,640.21,10.17,14.268184,10x,1.425
2,4,226,432.38,362.49,10.04,14.092355,10x,1.425
3,5,215,785.72,800.71,7.27,10.199424,10x,1.425
4,4,117,676.09,508.86,10.60,14.881070,10x,1.425
5,1,87,644.65,374.93,8.69,12.189546,10x,1.425
6,5,61,316.77,252.39,8.13,11.413884,10x,1.425
7,5,273,753.40,860.88,9.98,14.010535,10x,1.425
8,3,101,586.00,260.64,7.38,10.358905,10x,1.425
9,3,113,475.19,632.15,9.25,12.983900,10x,1.425
10,1,72,613.94,882.05,10.57,14.828712,10x,1.425
11,3,287,507.97,351.07,9.26,12.990974,10x,1.425
12,3,240,695.51,509.41,8.21,11.525907,10x,1.425
13,3,38,417.03,175.04,10.68,14.996219,10x,1.425
14,1,210,167.23,855.57,8.10,11.370783,10x,1.425
15,4,295,166.28,621.90,9.19,12.894784,10x,1.425
16,1,99,197.33,198.16,8.03,11.269916,10x,1.425
17,4,59,401.08,865.62,9.68,13.588781,10x,1.425
18,3,186,401.68,710.97,9.66,13.559802,10x,1.425
19,5,112,698.65,456.54,7.39,10.374686,10x,1.425
20,5,205,438.10,136.16,7.97,11.178978,10x,1.425
21,3,194,494.05,647.02,9.65,13.542243,10x,1.425
22,4,127,510.69,449.69,10.59,14.859447,10x,1.425
23,4,258,327.27,708.79,10.68,14.988451,10x,1.425
24,3,94,193.10,565.14,9.48,13.311504,10x,1.425
25,3,112,194.24,719.06,8.45,11.857066,10x,1.425
26,5,85,346.15,210.00,9.34,13.113735,10x,1.425
27,1,203,446.56,408.06,9.94,13.946405,10x,1.425
28,4,48,682.53,890.62,8.97,12.591236,10x,1.425
29,4,65,356.61,322.53,9.57,13.435984,10x,1.425
30,4,39,367.05,787.01,8.80,12.357020,10x,1.425
31,4,112,317.70,565.05,8.34,11.701561,10x,1.425
32,5,289,318.64,255.24,8.44,11.841472,10x,1.425
33,2,62,259.54,653.35,8.55,12.004447,10x,1.425
34,5,181,284.96,313.95,9.08,12.738805,10x,1.425
35,4,24,658.37,690.08,8.40,11.789334,10x,1.425
36,5,284,259.35,455.33,9.50,13.340190,10x,1.425
37,5,250,796.82,399.14,7.23,10.152355,10x,1.425
38,5,66,150.34,394.64,7.18,10.081457,10x,1.425
39,5,53,674.89,181.97,9.90,13.888632,10x,1.425
40,4,278,206.31,743.65,9.46,13.271620,10x,1.425
41,3,185,270.83,201.11,9.52,13.359323,10x,1.425
42,5,230,797.65,767.98,8.99,12.611274,10x,1.425
43,5,41,622.34,825.43,9.14,12.822635,10x,1.425
44,3,240,763.80,164.08,9.90,13.898280,10x,1.425
45,4,210,491.46,509.35,8.24,11.563792,10x,1.425
46,1,70,778.94,563.63,8.07,11.321855,10x,1.425
47,2,25,736.71,868.64,9.77,13.709613,10x,1.425
48,1,68,388.63,635.75,9.98,14.013328,10x,1.425
49,5,48,368.52,204.85,9.20,12.908237,10x,1.425
50,3,30,192.37,811.97,8.39,11.774462,10x,1.425
