droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,8,523.67,182.17,9.31,13.070970,10x,1.425
2,3,115,223.72,895.76,9.59,13.458400,10x,1.425
3,2,2,505.73,892.62,7.75,10.875606,10x,1.425
4,2,239,308.19,730.53,8.13,11.414105,10x,1.425
5,1,205,131.06,492.88,7.77,10.910133,10x,1.425
6,3,198,717.93,259.70,7.55,10.590775,10x,1.425
7,5,288,437.62,216.87,10.22,14.349255,10x,1.425
8,4,179,376.25,639.28,7.17,10.063791,10x,1.425
9,1,197,228.20,237.84,9.91,13.905181,10x,1.425
10,3,148,490.65,121.26,9.53,13.372652,10x,1.425
11,1,180,138.21,406.80,10.18,14.280854,10x,1.425
12,3,168,109.94,720.36,8.00,11.224667,10x,1.425
13,2,259,672.12,584.71,9.93,13.942855,10x,1.425
14,2,113,144.56,381.75,9.25,12.982767,10x,1.425
15,4,97,526.34,288.34,8.17,11.469538,10x,1.425
16,1,100,719.81,181.30,10.48,14.713757,10x,1.425
17,3,198,344.91,817.11,9.56,13.421315,10x,1.425
18,5,121,565.43,796.44,7.17,10.062948,10x,1.425
19,3,147,574.28,354.39,8.61,12.086331,10x,1.425
20,1,206,173.28,377.11,8.27,11.611706,10x,1.425
21,5,261,115.39,119.78,8.79,12.343637,10x,1.425
22,5,71,375.71,473.66,8.32,11.677660,10x,1.425
23,1,23,348.59,153.45,9.57,13.426757,10x,1.425
24,2,298,627.02,276.85,7.42,10.414029,10x,1.425
25,4,167,345.12,791.51,8.94,12.544546,10x,1.425
26,3,157,623.66,531.90,10.09,14.156241,10x,1.425
27,1,43,684.45,171.58,8.90,12.495314,10x,1.425
28,4,194,113.88,416.36,8.62,12.097795,10x,1.425
29,5,191,322.69,372.51,8.02,11.259997,10x,1.425
30,2,21,748.88,755.33,7.14,10.023573,10x,1.425
31,1,191,118.75,887.07,9.50,13.334534,10x,1.425
32,3,229,781.94,834.61,7.79,10.936445,10x,1.425
33,5,3,447.04,843.66,10.66,14.955933,10x,1.425
34,3,216,704.45,880.26,8.22,11.537334,10x,1.425
35,3,244,503.45,133.61,9.93,13.931339,10x,1.425
36,2,136,149.10,880.89,9.68,13.582512,10x,1.425
37,2,141,611.31,379.13,10.38,14.563528,10x,1.425
38,3,153,512.36,825.17,9.13,12.809704,10x,1.425
39,2,283,532.52,676.33,9.61,13.484974,10x,1.425
40,3,70,715.70,444.23,9.48,13.299714,10x,1.425
41,4,118,325.29,142.53,10.25,14.389554,10x,1.425
42,2,252,443.97,252.02,7.27,10.198706,10x,1.425
43,3,23,731.26,567.27,10.65,14.949713,10x,1.425
44,1,135,105.55,663.20,8.94,12.541118,10x,1.425
45,4,102,589.43,684.05,9.16,12.861993,10x,1.425
46,3,13,314.47,443.74,9.06,12.722072,10x,1.425
47,3,64,576.09,476.03,10.53,14.780581,10x,1.425
48,1,131,633.78,215.59,10.09,14.154889,10x,1.425
49,2,194,690.02,724.22,9.15,12.840767,10x,1.425
50,3,177,518.48,187.62,9.49,13.324350,10x,1.425
