droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,263,570.61,770.82,10.45,14.666107,10x,1.425
2,2,191,146.90,722.34,7.72,10.835362,10x,1.425
3,3,25,421.69,681.36,8.99,12.611143,10x,1.425
4,5,141,226.72,121.03,8.55,12.002141,10x,1.425
5,3,80,410.59,651.06,10.23,14.363258,10x,1.425
6,3,289,615.47,245.33,9.60,13.479860,10x,1.425
7,1,20,110.91,532.00,8.86,12.440855,10x,1.425
8,3,247,721.03,498.09,8.09,11.355033,10x,1.425
9,4,55,777.68,416.11,8.25,11.575293,10x,1.425
10,4,159,171.69,877.48,9.71,13.630211,10x,1.425
11,4,32,616.65,222.44,9.54,13.396446,10x,1.425
12,4,174,361.74,434.45,7.88,11.059658,10x,1.425
13,1,89,605.82,140.47,9.50,13.334313,10x,1.425
14,3,186,678.14,881.14,7.20,10.107063,10x,1.425
15,2,41,524.63,403.88,7.73,10.850301,10x,1.425
16,2,11,268.28,729.74,9.42,13.220695,10x,1.425
17,1,225,458.53,189.32,8.94,12.546457,10x,1.425
18,1,150,782.05,161.87,10.09,14.160036,10x,1.425
19,2,63,641.74,370.83,10.07,14.128028,10x,1.425
20,3,234,533.31,665.26,9.14,12.826396,10x,1.425
21,2,164,400.04,709.17,7.91,11.107331,10x,1.425
22,5,292,793.68,677.81,10.17,14.279180,10x,1.425
23,1,241,146.52,152.31,9.54,13.391300,10x,1.425
24,3,53,759.73,476.95,9.48,13.310202,10x,1.425
25,3,289,458.14,564.67,8.10,11.367937,10x,1.425
26,5,57,562.02,800.39,9.88,13.866822,10x,1.425
27,4,50,503.05,852.73,10.04,14.087004,10x,1.425
28,2,27,457.59,760.11,10.45,14.662673,10x,1.425
29,4,50,297.84,876.77,7.38,10.362408,10x,1.425
30,4,49,464.07,831.51,9.25,12.989431,10x,1.425
31,1,32,367.14,198.16,9.10,12.765258,10x,1.425
32,1,291,730.22,611.12,7.82,10.971680,10x,1.425
33,1,75,481.36,257.85,9.42,13.222634,10x,1.425
34,3,29,226.43,236.99,8.83,12.392117,10x,1.425
35,3,288,545.51,459.80,8.36,11.736695,10x,1.425
36,4,204,237.18,401.52,9.69,13.603227,10x,1.425
37,2,105,612.25,850.35,9.32,13.078406,10x,1.425
38,1,211,511.52,282.04,7.77,10.909660,10x,1.425
39,3,145,377.95,143.10,7.35,10.309711,10x,1.425
40,3,202,411.12,147.79,7.71,10.818605,10x,1.425
41,1,230,456.33,457.31,7.60,10.666466,10x,1.425
42,1,176,595.64,118.68,7.19,10.094442,10x,1.425
43,1,134,695.90,406.84,9.59,13.460767,10x,1.425
44,4,220,517.98,893.92,7.87,11.040425,10x,1.425
45,5,157,204.08,123.94,9.36,13.139885,10x,1.425
46,3,255,446.33,777.78,8.87,12.452879,10x,1.425
47,2,16,607.95,366.89,9.81,13.771892,10x,1.425
48,3,221,285.75,889.35,7.65,10.732940,10x,1.425
49,5,119,496.87,311.86,7.21,10.119121,10x,1.425
50,2,68,573.40,764.27,8.88,12.467655,10x,1.425
