droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,26,130.34,762.97,7.58,10.635170,10x,1.425
2,4,46,575.26,675.60,9.33,13.100320,10x,1.425
3,1,167,484.10,430.67,10.09,14.163996,10x,1.425
4,2,64,610.97,691.37,7.39,10.368151,10x,1.425
5,2,245,516.87,897.84,9.32,13.077137,10x,1.425
6,4,204,423.37,191.54,7.30,10.239557,10x,1.425
7,1,298,518.05,867.63,10.35,14.529589,10x,1.425
8,2,14,473.80,853.93,8.96,12.578631,10x,1.425
9,5,17,458.37,610.90,9.95,13.969821,10x,1.425
10,3,152,552.17,702.90,9.32,13.083440,10x,1.425
11,5,180,306.06,318.26,8.36,11.733321,10x,1.425
12,2,102,486.99,279.03,7.51,10.533691,10x,1.425
13,5,279,316.93,249.58,7.26,10.183874,10x,1.425
14,5,105,145.65,748.29,7.55,10.593581,10x,1.425
15,1,197,171.59,112.21,9.78,13.729833,10x,1.425
16,1,275,451.93,596.06,8.31,11.664820,10x,1.425
17,4,10,324.71,401.50,8.37,11.745909,10x,1.425
18,1,38,731.48,409.15,10.23,14.351048,10x,1.425
19,1,117,161.94,112.15,8.14,11.424374,10x,1.425
20,5,73,347.70,649.50,10.35,14.528714,10x,1.425
21,1,41,284.54,893.90,10.15,14.239092,10x,1.425
22,2,7,459.20,456.54,8.56,12.007321,10x,1.425
23,2,242,466.22,256.98,8.69,12.192871,10x,1.425
24,3,7,144.81,621.08,10.63,14.920594,10x,1.425
25,1,40,699.57,809.45,7.34,10.305652,10x,1.425
26,1,247,467.42,535.93,10.58,14.845296,10x,1.425
27,4,117,225.13,540.81,8.57,12.021228,10x,1.425
28,1,276,413.63,167.85,8.43,11.835476,10x,1.425
29,2,61,335.43,783.90,10.27,14.420121,10x,1.425
30,3,4,140.99,568.15,10.32,14.479446,10x,1.425
31,3,29,165.95,250.65,8.38,11.756926,10x,1.425
32,5,197,627.37,358.05,8.49,11.919335,10x,1.425
33,5,175,570.45,340.56,7.18,10.070929,10x,1.425
34,2,200,395.47,751.31,8.49,11.921735,10x,1.425
35,5,155,730.97,170.17,8.80,12.351083,10x,1.425
36,3,214,459.93,627.63,8.60,12.064503,10x,1.425
37,3,165,109.09,430.12,8.05,11.294230,10x,1.425
38,4,45,480.91,515.45,9.14,12.834169,10x,1.425
39,1,49,560.03,480.61,9.34,13.110384,10x,1.425
40,4,242,212.88,469.28,9.43,13.231878,10x,1.425
41,5,71,125.48,772.16,7.18,10.080450,10x,1.425
42,3,64,511.43,476.56,7.49,10.505419,10x,1.425
43,2,260,103.35,852.62,8.11,11.385536,10x,1.425
44,5,141,692.81,183.44,7.26,10.187449,10x,1.425
45,5,141,574.86,446.57,7.40,10.386118,10x,1.425
46,3,181,336.57,738.73,7.52,10.559807,10x,1.425
47,2,3,362.52,391.50,7.57,10.619687,10x,1.425
48,5,176,501.87,608.30,8.85,12.424371,10x,1.425
49,3,260,748.59,482.45,10.02,14.064744,10x,1.425
50,2,31,647.94,353.10,9.56,13.420822,10x,1.425
