droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,232,780.49,677.79,8.29,11.630080,10x,1.425
2,3,209,784.44,279.30,8.80,12.347108,10x,1.425
3,3,39,392.92,845.28,8.54,11.981773,10x,1.425
4,2,187,234.70,809.15,8.08,11.336277,10x,1.425
5,1,282,259.76,859.80,9.58,13.438615,10x,1.425
6,1,278,317.58,172.91,10.01,14.054547,10x,1.425
7,3,81,395.84,651.00,8.15,11.432141,10x,1.425
8,4,194,254.46,444.72,8.69,12.201181,10x,1.425
9,2,1,363.83,167.79,9.72,13.636394,10x,1.425
10,2,295,591.52,394.33,8.89,12.479813,10x,1.425
11,2,83,111.17,402.49,9.36,13.142399,10x,1.425
12,1,220,122.07,536.63,7.20,10.109720,10x,1.425
13,5,144,665.46,638.97,7.80,10.946731,10x,1.425
14,2,62,594.75,760.54,8.88,12.460172,10x,1.425
15,1,253,164.00,535.84,7.23,10.143476,10x,1.425
16,5,50,334.01,399.58,10.42,14.619263,10x,1.425
17,3,246,346.14,163.10,7.13,10.004869,10x,1.425
18,5,167,239.09,672.35,8.12,11.389947,10x,1.425
19,5,285,530.70,596.54,9.81,13.761494,10x,1.425
20,1,158,676.13,662.26,10.61,14.887930,10x,1.425
21,4,205,479.12,597.03,7.42,10.408973,10x,1.425
22,3,222,187.80,546.05,10.52,14.771139,10x,1.425
23,5,67,314.59,308.05,9.66,13.551350,10x,1.425
24,3,255,129.36,835.46,7.62,10.701246,10x,1.425
25,1,228,766.41,357.07,10.58,14.851499,10x,1.425
26,3,247,130.83,580.83,8.46,11.874997,10x,1.425
27,2,44,680.48,813.19,7.58,10.632719,10x,1.425
28,5,111,753.41,214.86,9.31,13.067271,10x,1.425
29,2,1,376.57,101.44,10.20,14.315076,10x,1.425
30,4,113,698.59,194.39,10.22,14.344172,10x,1.425
31,3,295,247.61,623.84,9.51,13.350801,10x,1.425
32,4,123,425.36,322.02,7.63,10.711185,10x,1.425
33,2,117,330.83,279.00,7.41,10.393948,10x,1.425
34,4,21,789.22,350.27,10.67,14.978544,10x,1.425
35,2,229,314.15,424.65,10.31,14.475665,10x,1.425
36,4,133,312.57,601.38,10.43,14.641705,10x,1.425
37,3,81,261.40,418.01,7.76,10.890325,10x,1.425
38,2,235,339.79,891.83,8.65,12.140269,10x,1.425
39,2,243,608.09,537.02,7.89,11.071082,10x,1.425
40,1,150,489.71,682.46,10.48,14.711315,10x,1.425
41,5,179,598.52,403.74,10.33,14.499815,10x,1.425
42,3,146,312.21,302.91,7.54,10.576945,10x,1.425
43,4,117,259.27,125.32,8.34,11.700107,10x,1.425
44,5,44,534.58,182.79,7.48,10.499768,10x,1.425
45,5,87,531.48,294.22,7.81,10.961193,10x,1.425
46,5,266,527.96,577.05,10.09,14.165429,10x,1.425
47,2,251,644.14,688.76,7.64,10.723654,10x,1.425
48,1,35,681.46,795.76,8.70,12.205366,10x,1.425
49,1,143,180.68,713.36,9.50,13.331017,10x,1.425
50,2,74,410.62,702.67,7.84,10.998050,10x,1.425
