droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,17,230.90,674.19,9.69,13.597192,10x,1.425
2,3,95,501.87,549.88,8.17,11.461488,10x,1.425
3,3,99,448.05,535.56,9.88,13.869636,10x,1.425
4,3,207,760.20,738.01,7.48,10.498387,10x,1.425
5,1,157,589.81,660.43,7.39,10.370105,10x,1.425
6,4,162,383.28,789.58,8.28,11.623754,10x,1.425
7,1,126,644.54,129.24,9.04,12.683888,10x,1.425
8,2,178,754.64,751.01,10.64,14.926585,10x,1.425
9,1,217,300.31,586.89,9.59,13.453356,10x,1.425
10,5,282,690.01,814.46,8.21,11.519862,10x,1.425
11,4,63,162.95,579.70,9.25,12.989291,10x,1.425
12,3,111,671.65,320.89,10.66,14.958237,10x,1.425
13,4,159,351.60,729.92,10.19,14.297984,10x,1.425
14,3,144,482.40,334.10,9.47,13.286960,10x,1.425
15,4,107,273.75,594.61,9.95,13.970243,10x,1.425
16,3,70,264.87,346.58,10.55,14.804615,10x,1.425
17,1,296,791.67,164.65,9.00,12.624752,10x,1.425
18,2,263,389.38,561.92,8.14,11.423697,10x,1.425
19,2,142,137.38,499.57,9.31,13.061800,10x,1.425
20,5,163,682.38,177.98,9.40,13.189658,10x,1.425
21,1,178,628.76,175.88,7.95,11.158143,10x,1.425
22,2,215,202.07,327.81,7.99,11.217598,10x,1.425
23,1,267,467.36,655.81,9.96,13.976434,10x,1.425
24,1,17,172.24,407.05,9.98,14.012082,10x,1.425
25,3,33,517.32,843.90,8.64,12.120249,10x,1.425
26,2,8,504.18,861.90,8.92,12.519279,10x,1.425
27,3,155,740.14,665.29,9.10,12.768073,10x,1.425
28,2,253,506.22,307.30,7.51,10.544507,10x,1.425
29,5,71,250.66,230.32,8.47,11.889627,10x,1.425
30,5,257,224.09,156.47,9.31,13.070115,10x,1.425
31,1,98,151.21,852.25,7.49,10.517379,10x,1.425
32,4,183,155.69,691.18,10.40,14.594042,10x,1.425
33,4,300,205.92,467.87,9.00,12.629515,10x,1.425
34,3,121,581.09,440.87,7.25,10.170744,10x,1.425
35,2,233,776.87,845.29,10.65,14.947140,10x,1.425
36,3,142,347.22,798.27,7.69,10.792106,10x,1.425
37,5,23,100.57,625.21,8.16,11.445755,10x,1.425
38,3,3,401.23,548.64,9.84,13.814590,10x,1.425
39,5,82,753.85,157.90,7.69,10.787951,10x,1.425
40,2,191,523.74,892.85,8.18,11.478765,10x,1.425
41,2,206,627.18,363.86,7.23,10.150281,10x,1.425
42,4,177,735.33,736.05,10.20,14.321426,10x,1.425
43,5,48,115.13,579.07,10.15,14.242111,10x,1.425
44,2,47,694.03,484.92,9.46,13.273214,10x,1.425
45,1,198,336.12,820.98,8.63,12.118441,10x,1.425
46,3,62,511.98,226.99,8.05,11.293404,10x,1.425
47,2,36,552.60,765.23,7.55,10.595451,10x,1.425
48,4,31,568.86,293.13,9.28,13.022692,10x,1.425
49,5,246,420.58,210.92,7.51,10.536554,10x,1.425
50,5,242,736.87,640.47,10.15,14.243669,10x,1.425
