droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,188,406.14,731.57,8.77,12.306713,10x,1.425
2,3,33,669.60,784.40,7.72,10.837155,10x,1.425
3,5,203,551.98,771.65,10.29,14.441796,10x,1.425
4,2,281,589.13,678.35,10.59,14.864880,10x,1.425
5,4,228,640.61,668.47,9.48,13.301883,10x,1.425
6,4,9,728.23,151.46,9.88,13.871680,10x,1.425
7,2,155,149.57,683.77,9.29,13.036979,10x,1.425
8,3,98,544.47,125.12,8.65,12.135601,10x,1.425
9,2,55,657.33,408.22,8.18,11.478933,10x,1.425
10,2,43,371.29,515.79,10.26,14.403925,10x,1.425
11,4,138,450.83,899.25,9.52,13.359547,10x,1.425
12,3,268,294.25,313.34,8.32,11.672336,10x,1.425
13,2,226,694.37,684.50,7.99,11.216279,10x,1.425
14,3,98,606.14,382.16,10.14,14.226928,10x,1.425
15,5,135,281.68,773.58,7.92,11.121000,10x,1.425
16,1,191,684.76,704.96,8.80,12.356576,10x,1.425
17,5,251,321.76,525.42,10.20,14.322524,10x,1.425
18,4,52,653.80,247.62,9.13,12.813869,10x,1.425
19,3,272,326.52,888.34,7.38,10.352088,10x,1.425
20,4,93,229.59,648.25,8.05,11.292747,10x,1.425
21,5,70,318.47,226.76,7.52,10.553002,10x,1.425
22,3,122,111.88,423.37,9.36,13.136285,10x,1.425
23,2,189,311.24,851.92,7.75,10.876817,10x,1.425
24,2,30,313.38,103.42,9.28,13.021824,10x,1.425
25,4,224,241.76,813.43,10.07,14.139270,10x,1.425
26,5,34,438.96,874.99,7.90,11.082197,10x,1.425
27,3,245,115.08,793.35,8.03,11.272969,10x,1.425
28,5,248,253.71,448.14,7.82,10.972369,10x,1.425
29,4,112,143.21,391.77,10.55,14.800994,10x,1.425
30,5,247,648.81,524.87,7.41,10.394979,10x,1.425
31,4,3,566.66,820.39,8.96,12.569791,10x,1.425
32,4,71,330.07,138.61,9.91,13.905975,10x,1.425
33,2,10,106.39,578.33,8.31,11.668975,10x,1.425
34,5,134,629.53,285.51,8.17,11.465974,10x,1.425
35,2,222,145.55,324.92,9.27,13.012404,10x,1.425
36,1,210,508.01,224.72,10.55,14.800420,10x,1.425
37,1,262,685.47,464.63,8.44,11.841047,10x,1.425
38,3,136,648.25,896.13,10.63,14.915168,10x,1.425
39,2,8,623.75,394.52,8.60,12.073573,10x,1.425
40,4,34,214.84,306.53,9.12,12.793509,10x,1.425
41,4,186,457.10,798.67,8.06,11.307448,10x,1.425
42,2,55,696.61,655.21,9.52,13.363902,10x,1.425
43,2,235,374.94,674.68,7.13,10.000346,10x,1.425
44,2,9,750.07,307.04,7.51,10.543375,10x,1.425
45,2,121,206.47,459.38,7.32,10.276476,10x,1.425
46,1,18,467.51,427.07,10.60,14.879455,10x,1.425
47,4,111,458.32,750.92,7.27,10.197277,10x,1.425
48,1,77,774.40,668.48,7.76,10.889524,10x,1.425
49,1,14,391.91,370.58,7.88,11.059164,10x,1.425
50,2,268,264.38,478.22,8.45,11.860337,10x,1.425
