droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,137,124.85,178.18,9.93,13.934155,10x,1.425
2,1,237,468.19,292.12,9.27,13.008727,10x,1.425
3,4,231,245.45,775.71,9.13,12.808370,10x,1.425
4,4,65,726.30,837.71,9.15,12.844632,10x,1.425
5,2,224,579.97,644.38,7.25,10.180823,10x,1.425
6,3,125,390.04,787.92,10.49,14.722502,10x,1.425
7,3,31,383.01,837.33,7.49,10.512755,10x,1.425
8,3,53,639.59,351.59,10.64,14.932299,10x,1.425
9,4,65,258.97,680.88,8.73,12.250322,10x,1.425
10,5,67,709.07,338.57,7.15,10.039643,10x,1.425
11,2,227,611.22,332.60,9.95,13.969527,10x,1.425
12,2,188,616.20,189.44,8.55,11.993998,10x,1.425
13,4,188,528.73,651.88,8.04,11.284702,10x,1.425
14,2,57,157.86,197.65,7.38,10.352507,10x,1.425
15,2,254,336.30,101.94,10.37,14.556858,10x,1.425
16,4,13,231.35,230.47,8.50,11.924810,10x,1.425
17,2,286,569.89,526.83,7.15,10.034469,10x,1.425
18,4,72,644.71,181.72,9.55,13.403550,10x,1.425
19,1,174,275.33,493.24,8.36,11.739906,10x,1.425
20,5,61,579.34,887.19,10.05,14.111852,10x,1.425
21,2,43,563.19,813.37,10.37,14.556114,10x,1.425
22,2,107,566.24,480.55,8.96,12.577494,10x,1.425
23,5,238,759.31,509.52,8.79,12.341421,10x,1.425
24,2,281,370.90,280.37,7.74,10.867126,10x,1.425
25,1,273,483.52,111.58,10.25,14.387583,10x,1.425
26,5,231,231.16,133.30,7.75,10.883658,10x,1.425
27,4,217,670.00,324.36,10.12,14.204494,10x,1.425
28,1,252,540.42,651.98,8.05,11.292953,10x,1.425
29,5,148,723.67,782.89,10.32,14.483667,10x,1.425
30,5,124,699.72,618.33,10.58,14.845826,10x,1.425
31,4,236,618.67,676.63,7.98,11.198449,10x,1.425
32,5,284,429.69,277.17,9.11,12.781453,10x,1.425
33,5,90,326.52,820.82,9.85,13.826130,10x,1.425
34,2,69,688.30,852.39,8.70,12.211376,10x,1.425
35,4,132,235.46,477.11,8.09,11.356439,10x,1.425
36,4,179,540.25,597.63,7.75,10.872187,10x,1.425
37,4,47,393.66,367.59,9.84,13.816195,10x,1.425
38,1,162,297.93,266.93,9.96,13.973321,10x,1.425
39,5,226,360.39,457.57,9.27,13.006639,10x,1.425
40,3,182,361.55,432.94,8.33,11.696553,10x,1.425
41,3,265,367.00,703.53,9.08,12.741601,10x,1.425
42,2,21,161.23,482.93,10.59,14.870099,10x,1.425
43,5,90,435.57,548.42,8.64,12.128118,10x,1.425
44,1,33,631.18,104.80,8.69,12.197891,10x,1.425
45,3,167,709.75,417.94,10.24,14.367446,10x,1.425
46,4,128,630.29,163.06,8.61,12.082259,10x,1.425
47,2,211,105.77,116.42,9.49,13.312677,10x,1.425
48,3,158,551.11,154.67,8.48,11.908253,10x,1.425
49,4,283,603.46,302.59,9.89,13.884569,10x,1.425
50,1,184,789.95,593.52,7.21,10.119238,10x,1.425
