droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,229,630.96,678.74,7.41,10.401239,10x,1.425
2,3,166,195.29,298.03,9.27,13.006035,10x,1.425
3,4,51,742.38,800.21,10.66,14.965252,10x,1.425
4,4,200,699.80,736.70,7.94,11.143503,10x,1.425
5,1,279,488.23,318.05,8.39,11.773095,10x,1.425
6,1,155,492.01,222.78,9.63,13.518776,10x,1.425
7,3,279,138.64,414.60,8.65,12.140429,10x,1.425
8,2,15,490.80,331.93,8.48,11.904817,10x,1.425
9,3,159,272.97,348.29,7.49,10.505780,10x,1.425
10,5,170,104.30,586.41,8.26,11.590610,10x,1.425
11,4,189,266.17,809.71,8.88,12.463477,10x,1.425
12,5,180,748.73,594.46,8.70,12.210323,10x,1.425
13,3,114,601.38,101.60,10.05,14.100297,10x,1.425
14,4,62,189.15,484.00,8.85,12.415430,10x,1.425
15,3,115,662.25,140.49,8.83,12.386001,10x,1.425
16,3,173,435.25,814.76,9.02,12.653001,10x,1.425
17,4,181,469.05,657.10,9.33,13.090286,10x,1.425
18,3,51,509.60,314.68,9.54,13.387957,10x,1.425
19,1,163,758.31,125.01,9.99,14.021043,10x,1.425
20,1,239,546.26,461.21,7.98,11.205843,10x,1.425
21,4,106,328.96,652.47,8.19,11.498687,10x,1.425
22,5,279,275.77,504.51,8.94,12.542161,10x,1.425
23,1,115,498.30,276.45,10.17,14.278111,10x,1.425
24,3,40,574.83,663.12,9.06,12.721857,10x,1.425
25,1,294,114.57,417.19,8.78,12.326064,10x,1.425
26,1,31,285.13,568.06,9.24,12.964494,10x,1.425
27,2,50,111.72,894.11,9.89,13.878693,10x,1.425
28,5,202,531.50,232.88,8.95,12.568000,10x,1.425
29,3,36,723.65,741.96,7.80,10.948153,10x,1.425
30,1,17,795.67,335.38,10.61,14.887250,10x,1.425
31,2,30,762.48,241.27,9.24,12.971409,10x,1.425
32,4,17,734.85,216.77,8.04,11.281016,10x,1.425
33,1,239,584.17,329.71,7.14,10.014269,10x,1.425
34,2,258,568.27,177.06,9.29,13.042111,10x,1.425
35,1,255,742.70,557.16,8.61,12.077599,10x,1.425
36,3,295,446.59,433.63,7.61,10.686849,10x,1.425
37,1,21,432.88,629.85,8.71,12.220396,10x,1.425
38,3,42,672.26,388.91,9.08,12.738501,10x,1.425
39,4,140,499.39,747.07,8.73,12.259281,10x,1.425
40,4,120,228.56,827.30,8.64,12.125208,10x,1.425
41,1,290,321.90,355.81,8.35,11.714566,10x,1.425
42,5,73,424.11,747.98,9.09,12.752165,10x,1.425
43,1,50,369.48,772.70,8.49,11.917984,10x,1.425
44,5,142,744.33,718.24,7.20,10.104170,10x,1.425
45,2,15,731.15,425.28,8.71,12.219242,10x,1.425
46,4,153,623.74,717.35,7.30,10.240632,10x,1.425
47,5,190,222.00,292.89,8.92,12.515106,10x,1.425
48,3,290,351.87,142.55,9.65,13.544516,10x,1.425
49,4,257,788.47,545.06,8.77,12.302690,10x,1.425
50,2,162,120.88,274.28,7.96,11.174026,10x,1.425
