droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,90,385.84,175.51,16.82,23.613155,10x,1.425
2,2,66,260.44,520.40,14.49,20.331709,10x,1.425
3,5,271,396.75,430.09,16.08,22.568505,10x,1.425
4,5,111,320.36,757.07,14.26,20.010953,10x,1.425
5,2,140,369.69,668.13,15.77,22.128707,10x,1.425
6,2,127,227.54,863.89,17.59,24.684975,10x,1.425
7,4,186,329.58,709.82,17.12,24.022381,10x,1.425
8,1,19,798.04,193.05,16.49,23.145514,10x,1.425
9,2,285,563.36,386.49,19.02,26.692814,10x,1.425
10,2,25,176.71,561.02,18.28,25.655222,10x,1.425
11,2,78,764.03,311.10,16.49,23.146885,10x,1.425
12,3,261,446.47,718.88,20.05,28.136208,10x,1.425
13,1,81,190.61,845.61,20.06,28.155429,10x,1.425
14,4,42,254.99,750.33,20.17,28.303141,10x,1.425
15,4,177,347.10,516.17,19.95,28.005524,10x,1.425
16,1,34,590.55,557.44,14.53,20.397886,10x,1.425
17,1,185,219.70,356.62,15.16,21.277259,10x,1.425
18,3,104,412.74,437.78,19.43,27.267601,10x,1.425
19,4,42,142.09,146.53,18.06,25.349743,10x,1.425
20,4,210,381.02,641.51,20.74,29.103095,10x,1.425
21,1,52,276.15,290.10,17.25,24.203982,10x,1.425
22,3,98,368.25,861.93,17.40,24.414374,10x,1.425
23,3,195,722.38,885.33,18.75,26.319597,10x,1.425
24,4,285,504.50,223.13,18.20,25.545958,10x,1.425
25,4,23,210.22,287.43,16.46,23.097911,10x,1.425
26,5,73,208.96,141.85,14.91,20.919354,10x,1.425
27,2,197,150.59,764.44,18.08,25.369967,10x,1.425
28,2,194,781.79,464.72,21.34,29.953412,10x,1.425
29,5,290,407.63,706.74,21.23,29.797948,10x,1.425
30,4,64,132.16,125.22,17.94,25.173600,10x,1.425
31,3,75,225.88,187.70,15.23,21.368445,10x,1.425
32,5,114,165.99,383.44,15.37,21.576086,10x,1.425
33,4,60,418.32,453.03,16.46,23.103965,10x,1.425
34,4,169,340.89,284.51,19.52,27.394050,10x,1.425
35,4,166,756.31,893.19,18.14,25.462682,10x,1.425
36,1,66,162.24,789.25,20.83,29.230520,10x,1.425
37,3,14,266.58,844.21,18.34,25.736526,10x,1.425
38,4,208,735.89,503.81,20.04,28.128366,10x,1.425
39,1,43,212.82,695.11,17.22,24.167150,10x,1.425
40,2,297,459.07,183.17,18.83,26.421392,10x,1.425
41,5,179,633.02,503.18,16.49,23.137852,10x,1.425
42,4,181,392.81,424.69,16.22,22.765440,10x,1.425
43,2,202,590.05,430.55,20.03,28.113212,10x,1.425
44,4,58,357.28,208.48,17.32,24.312424,10x,1.425
45,3,195,290.55,384.90,14.29,20.051596,10x,1.425
46,4,14,561.05,589.66,17.80,24.979770,10x,1.425
47,4,269,612.98,341.59,17.69,24.822720,10x,1.425
48,2,145,199.30,793.43,15.22,21.361654,10x,1.425
49,2,81,555.50,837.59,16.44,23.074462,10x,1.425
50,3,297,330.47,185.99,16.16,22.685583,10x,1.425
