droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,25,648.00,660.80,19.63,27.549103,10x,1.425
2,3,17,336.61,462.56,17.71,24.858745,10x,1.425
3,3,294,596.34,457.33,21.34,29.956180,10x,1.425
4,5,62,473.09,679.24,18.03,25.301343,10x,1.425
5,1,61,200.95,693.44,15.84,22.237230,10x,1.425
6,5,222,718.41,776.64,17.84,25.040717,10x,1.425
7,3,186,651.64,576.87,18.33,25.725916,10x,1.425
8,5,261,356.00,523.26,20.23,28.395292,10x,1.425
9,4,163,378.72,484.47,16.14,22.645987,10x,1.425
10,1,218,496.71,660.18,18.61,26.113607,10x,1.425
11,1,220,235.41,486.34,20.39,28.612452,10x,1.425
12,2,222,366.35,540.72,20.36,28.582187,10x,1.425
13,2,3,631.58,367.77,21.13,29.658006,10x,1.425
14,5,58,515.93,812.69,14.56,20.435531,10x,1.425
15,4,196,313.63,422.91,21.26,29.837270,10x,1.425
16,4,293,154.07,533.58,15.47,21.710809,10x,1.425
17,3,231,796.80,375.80,18.35,25.750355,10x,1.425
18,2,76,746.88,624.36,16.94,23.772732,10x,1.425
19,4,161,796.15,678.67,16.91,23.737260,10x,1.425
20,1,2,127.81,566.32,16.22,22.771521,10x,1.425
21,3,195,339.15,677.57,17.29,24.272394,10x,1.425
22,2,274,111.51,428.78,15.74,22.092927,10x,1.425
23,5,150,308.29,190.79,16.48,23.128211,10x,1.425
24,4,297,419.93,490.12,18.17,25.508584,10x,1.425
25,4,199,660.29,507.64,18.33,25.719869,10x,1.425
26,3,158,355.81,277.34,19.13,26.851871,10x,1.425
27,1,94,504.35,223.05,21.01,29.482387,10x,1.425
28,4,64,574.02,489.72,15.19,21.322983,10x,1.425
29,2,99,654.03,577.32,19.43,27.272078,10x,1.425
30,5,258,732.48,522.12,17.79,24.965322,10x,1.425
31,1,139,592.59,208.44,19.92,27.952069,10x,1.425
32,1,261,214.02,439.43,17.92,25.145745,10x,1.425
33,4,111,631.05,153.78,19.47,27.323551,10x,1.425
34,2,225,699.18,658.92,15.42,21.646311,10x,1.425
35,2,199,650.72,777.58,14.40,20.204857,10x,1.425
36,4,33,476.10,783.13,15.03,21.100398,10x,1.425
37,3,118,207.91,781.14,18.70,26.242418,10x,1.425
38,1,47,458.73,372.45,21.15,29.678375,10x,1.425
39,5,280,367.02,657.08,16.75,23.504502,10x,1.425
40,5,154,536.95,406.70,21.28,29.863192,10x,1.425
41,1,136,156.45,759.43,15.23,21.370566,10x,1.425
42,2,45,350.79,179.09,16.26,22.816325,10x,1.425
43,1,104,422.52,307.25,19.27,27.044632,10x,1.425
44,2,293,511.08,382.03,18.17,25.496696,10x,1.425
45,1,99,680.43,466.00,19.44,27.284288,10x,1.425
46,5,56,334.98,424.42,18.43,25.869866,10x,1.425
47,4,26,698.35,705.77,19.90,27.933666,10x,1.425
48,4,138,259.78,694.51,18.14,25.460624,10x,1.425
49,4,85,472.62,127.64,20.07,28.166020,10x,1.425
50,5,117,585.69,417.30,19.24,27.001141,10x,1.425
