droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,128,154.31,751.23,14.64,20.550465,10x,1.425
2,4,182,735.34,229.71,18.12,25.435241,10x,1.425
3,5,123,518.48,722.96,15.91,22.328269,10x,1.425
4,5,280,729.14,550.24,19.62,27.536023,10x,1.425
5,1,102,469.10,326.85,18.55,26.033125,10x,1.425
6,1,262,516.64,869.49,19.02,26.691119,10x,1.425
7,3,299,469.60,164.52,17.58,24.670226,10x,1.425
8,2,48,670.26,399.09,16.95,23.787401,10x,1.425
9,1,288,539.39,181.91,20.08,28.176338,10x,1.425
10,1,263,500.03,709.93,21.30,29.892804,10x,1.425
11,4,76,330.29,469.51,17.66,24.781121,10x,1.425
12,4,209,143.95,813.56,15.85,22.242159,10x,1.425
13,5,232,698.93,598.65,16.61,23.312717,10x,1.425
14,3,70,702.91,244.27,16.88,23.689005,10x,1.425
15,2,288,594.69,483.77,14.31,20.091151,10x,1.425
16,1,228,768.82,831.23,15.09,21.173538,10x,1.425
17,2,224,248.47,684.88,21.02,29.495286,10x,1.425
18,3,113,567.14,669.79,17.86,25.060587,10x,1.425
19,1,38,491.71,737.95,19.74,27.708554,10x,1.425
20,5,18,610.06,632.52,19.16,26.890326,10x,1.425
21,3,18,478.10,207.98,16.44,23.075188,10x,1.425
22,1,34,158.96,285.15,20.36,28.573293,10x,1.425
23,1,245,211.33,460.51,17.50,24.559837,10x,1.425
24,1,104,724.55,381.26,17.76,24.921122,10x,1.425
25,2,165,174.72,750.94,17.38,24.386262,10x,1.425
26,3,245,550.85,862.40,14.95,20.978657,10x,1.425
27,1,232,258.79,392.07,14.67,20.587948,10x,1.425
28,2,77,174.21,859.95,15.01,21.062847,10x,1.425
29,1,106,248.46,746.01,17.03,23.903722,10x,1.425
30,2,227,686.45,229.51,14.79,20.752933,10x,1.425
31,3,19,709.50,101.74,20.44,28.691144,10x,1.425
32,4,43,179.51,859.73,15.61,21.906127,10x,1.425
33,4,138,389.93,889.74,14.65,20.556683,10x,1.425
34,1,125,308.57,302.20,20.89,29.325579,10x,1.425
35,1,80,715.27,881.82,15.97,22.417271,10x,1.425
36,5,122,415.08,603.28,21.03,29.518314,10x,1.425
37,4,185,223.18,470.95,16.32,22.906760,10x,1.425
38,3,267,383.68,561.89,16.36,22.967818,10x,1.425
39,1,209,697.54,410.69,18.96,26.605326,10x,1.425
40,4,270,348.63,620.13,15.20,21.340127,10x,1.425
41,1,164,354.30,446.66,15.85,22.244274,10x,1.425
42,5,202,588.36,417.32,20.69,29.037487,10x,1.425
43,4,140,469.85,437.43,17.01,23.876920,10x,1.425
44,2,19,513.30,800.15,17.16,24.078210,10x,1.425
45,5,130,578.88,444.58,20.79,29.179206,10x,1.425
46,3,285,349.64,777.73,14.27,20.030054,10x,1.425
47,5,264,248.89,347.66,15.66,21.984470,10x,1.425
48,4,163,447.82,589.59,21.13,29.659715,10x,1.425
49,1,1,510.91,868.69,16.80,23.574842,10x,1.425
50,3,164,128.55,219.91,16.96,23.796543,10x,1.425
