droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,173,546.03,216.54,16.01,22.475485,10x,1.425
2,3,36,101.16,737.30,18.92,26.553781,10x,1.425
3,5,205,163.31,219.52,18.78,26.355550,10x,1.425
4,4,13,754.20,849.90,15.56,21.835494,10x,1.425
5,1,53,500.41,747.10,16.90,23.713753,10x,1.425
6,1,4,610.70,250.57,18.11,25.417498,10x,1.425
7,3,154,103.66,786.06,17.72,24.876858,10x,1.425
8,2,288,670.56,121.99,15.70,22.031985,10x,1.425
9,4,89,737.56,803.96,16.13,22.643244,10x,1.425
10,4,180,563.75,660.97,18.67,26.197660,10x,1.425
11,2,93,110.44,274.57,18.56,26.044865,10x,1.425
12,5,34,222.32,197.26,20.54,28.829798,10x,1.425
13,4,215,428.95,792.94,14.99,21.035823,10x,1.425
14,1,39,217.14,697.81,19.21,26.957449,10x,1.425
15,4,295,582.77,765.95,18.96,26.608540,10x,1.425
16,3,261,769.27,610.56,17.88,25.092677,10x,1.425
17,2,218,188.01,859.80,16.89,23.711726,10x,1.425
18,5,159,455.01,808.84,17.79,24.973435,10x,1.425
19,5,66,754.46,348.25,15.14,21.255848,10x,1.425
20,1,19,444.69,695.37,16.71,23.454595,10x,1.425
21,2,63,635.09,315.00,17.76,24.928546,10x,1.425
22,4,156,195.23,355.63,20.80,29.198345,10x,1.425
23,3,64,536.08,650.80,18.96,26.604863,10x,1.425
24,4,145,216.79,680.79,19.49,27.357421,10x,1.425
25,1,80,648.96,272.41,17.77,24.941200,10x,1.425
26,2,104,254.75,210.07,14.86,20.852700,10x,1.425
27,4,49,526.30,233.05,15.30,21.472651,10x,1.425
28,1,300,278.26,783.55,19.62,27.536711,10x,1.425
29,1,211,552.34,482.40,17.74,24.898896,10x,1.425
30,2,259,780.73,221.95,19.34,27.140164,10x,1.425
31,4,254,511.33,476.94,18.73,26.280841,10x,1.425
32,1,23,540.73,284.48,16.01,22.464334,10x,1.425
33,4,1,122.78,704.34,17.85,25.047666,10x,1.425
34,5,175,668.21,132.13,15.49,21.742051,10x,1.425
35,4,124,160.44,612.06,18.24,25.601926,10x,1.425
36,4,243,754.12,236.80,15.26,21.412517,10x,1.425
37,4,136,717.76,457.14,18.15,25.470125,10x,1.425
38,5,203,444.57,165.70,15.89,22.299607,10x,1.425
39,4,268,296.33,150.11,21.24,29.804223,10x,1.425
40,1,93,759.44,837.46,19.64,27.567915,10x,1.425
41,5,218,160.70,582.41,16.57,23.252760,10x,1.425
42,2,124,296.08,517.08,16.75,23.503531,10x,1.425
43,3,151,539.11,233.09,19.97,28.023300,10x,1.425
44,4,38,313.75,314.25,20.66,29.000975,10x,1.425
45,2,174,616.94,347.40,15.20,21.327139,10x,1.425
46,4,241,263.08,283.43,18.50,25.964107,10x,1.425
47,2,258,435.24,839.27,19.78,27.758301,10x,1.425
48,3,73,429.23,112.44,14.36,20.153922,10x,1.425
49,2,26,725.08,456.79,19.99,28.054990,10x,1.425
50,4,271,193.95,106.49,16.11,22.604219,10x,1.425
