droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,182,300.88,788.57,17.76,24.921665,10x,1.425
2,4,165,710.28,349.36,20.97,29.437005,10x,1.425
3,2,289,609.23,434.87,16.48,23.134676,10x,1.425
4,3,176,342.81,798.04,19.72,27.674618,10x,1.425
5,1,91,639.21,331.28,21.05,29.543494,10x,1.425
6,5,181,618.06,326.95,18.74,26.298852,10x,1.425
7,3,35,595.20,442.28,19.64,27.563116,10x,1.425
8,5,182,440.51,569.06,20.46,28.716367,10x,1.425
9,5,65,749.84,611.04,20.38,28.597459,10x,1.425
10,1,2,701.82,495.91,17.36,24.370066,10x,1.425
11,1,132,257.89,644.38,15.20,21.340111,10x,1.425
12,5,257,626.31,862.97,16.24,22.798099,10x,1.425
13,5,294,320.61,223.59,16.18,22.711039,10x,1.425
14,3,277,537.12,714.96,19.97,28.032838,10x,1.425
15,1,26,362.41,545.07,17.85,25.056006,10x,1.425
16,5,157,214.03,875.03,17.70,24.836764,10x,1.425
17,2,255,329.76,353.26,19.84,27.849260,10x,1.425
18,3,241,659.70,470.06,20.96,29.413122,10x,1.425
19,5,196,595.70,563.57,15.97,22.418465,10x,1.425
20,2,79,371.22,139.88,16.31,22.893251,10x,1.425
21,1,267,765.09,702.76,19.42,27.254316,10x,1.425
22,4,186,444.82,178.82,20.40,28.625108,10x,1.425
23,5,31,558.90,586.12,17.31,24.291457,10x,1.425
24,3,191,167.80,788.64,16.07,22.552074,10x,1.425
25,4,262,486.05,283.65,18.33,25.730832,10x,1.425
26,3,216,563.32,834.61,18.77,26.343652,10x,1.425
27,4,44,661.10,802.61,15.02,21.084495,10x,1.425
28,1,276,310.06,626.47,15.56,21.833401,10x,1.425
29,3,123,336.89,782.66,18.88,26.496801,10x,1.425
30,2,266,254.29,221.17,19.83,27.830516,10x,1.425
31,4,195,158.43,142.14,19.17,26.904890,10x,1.425
32,1,99,432.29,194.09,18.44,25.881090,10x,1.425
33,3,121,648.33,707.40,16.13,22.641720,10x,1.425
34,3,231,371.23,620.52,14.65,20.561091,10x,1.425
35,5,18,215.05,254.33,18.16,25.487629,10x,1.425
36,3,56,325.48,297.93,18.15,25.471894,10x,1.425
37,1,104,334.10,410.46,15.97,22.416120,10x,1.425
38,3,285,671.84,710.48,18.55,26.029553,10x,1.425
39,1,126,129.82,744.18,18.48,25.943547,10x,1.425
40,3,77,111.53,374.00,18.93,26.563182,10x,1.425
41,1,44,427.72,570.35,19.07,26.764164,10x,1.425
42,3,155,149.81,305.69,20.85,29.261501,10x,1.425
43,2,258,614.73,817.51,18.74,26.300200,10x,1.425
44,1,150,101.88,503.93,16.57,23.262873,10x,1.425
45,4,253,184.29,354.45,19.11,26.814689,10x,1.425
46,5,169,580.93,866.93,19.94,27.982057,10x,1.425
47,1,276,782.18,189.68,17.26,24.222398,10x,1.425
48,3,285,293.48,291.60,20.13,28.259441,10x,1.425
49,4,219,500.52,339.09,14.28,20.035233,10x,1.425
50,5,126,583.00,281.25,20.41,28.651810,10x,1.425
