droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,163,444.33,718.42,7.32,10.267001,10x,1.425
2,4,27,512.94,497.59,10.29,14.440391,10x,1.425
3,2,218,567.84,507.80,10.07,14.129329,10x,1.425
4,5,221,174.48,796.22,7.55,10.596210,10x,1.425
5,5,69,490.90,640.21,7.16,10.043549,10x,1.425
6,2,60,779.59,361.53,8.03,11.275062,10x,1.425
7,1,68,577.94,662.92,9.15,12.838595,10x,1.425
8,1,285,784.50,637.59,10.61,14.896811,10x,1.425
9,4,107,334.56,178.55,8.14,11.425030,10x,1.425
10,1,23,368.68,367.72,7.35,10.316284,10x,1.425
11,5,288,533.90,173.52,9.57,13.428184,10x,1.425
12,5,194,682.57,377.04,7.30,10.251812,10x,1.425
13,5,37,527.33,726.22,9.85,13.822919,10x,1.425
14,5,74,450.33,241.22,8.67,12.166900,10x,1.425
15,2,96,453.29,407.66,8.54,11.982001,10x,1.425
16,4,189,794.76,681.96,7.13,10.004343,10x,1.425
17,2,42,372.49,420.58,10.58,14.848236,10x,1.425
18,2,170,775.74,688.17,8.33,11.695825,10x,1.425
19,3,69,192.01,522.31,8.05,11.298725,10x,1.425
20,5,142,604.87,432.69,7.56,10.616568,10x,1.425
21,1,151,296.18,668.66,9.95,13.963898,10x,1.425
22,1,2,444.27,321.17,8.94,12.546066,10x,1.425
23,4,14,253.40,630.53,9.44,13.244775,10x,1.425
24,3,243,214.56,806.07,8.52,11.957463,10x,1.425
25,5,240,126.02,755.01,9.87,13.856869,10x,1.425
26,2,169,794.04,508.22,10.43,14.636950,10x,1.425
27,4,16,582.05,575.26,9.71,13.628860,10x,1.425
28,3,244,620.73,653.69,9.75,13.687142,10x,1.425
29,4,45,540.35,754.70,8.31,11.659223,10x,1.425
30,5,99,740.60,414.45,9.11,12.783940,10x,1.425
31,1,179,239.93,603.23,8.82,12.380793,10x,1.425
32,3,2,543.16,791.73,9.69,13.602076,10x,1.425
33,3,22,583.48,747.84,8.22,11.534226,10x,1.425
34,4,88,426.01,166.24,7.93,11.135974,10x,1.425
35,2,123,384.61,157.46,9.16,12.850944,10x,1.425
36,4,101,343.01,837.18,7.64,10.717031,10x,1.425
37,5,163,360.75,838.40,10.02,14.069734,10x,1.425
38,1,88,727.81,499.47,8.81,12.364953,10x,1.425
39,3,119,414.18,693.63,9.18,12.883601,10x,1.425
40,5,293,375.93,191.85,10.52,14.760367,10x,1.425
41,2,87,390.48,377.61,8.81,12.362430,10x,1.425
42,4,4,325.42,520.18,8.63,12.117298,10x,1.425
43,1,148,573.21,156.62,7.46,10.467373,10x,1.425
44,4,182,279.48,736.24,7.47,10.478631,10x,1.425
45,2,140,333.70,856.43,9.84,13.809977,10x,1.425
46,2,134,565.85,677.98,7.76,10.896832,10x,1.425
47,3,290,192.25,646.37,7.58,10.644958,10x,1.425
48,2,135,420.62,427.21,7.26,10.190262,10x,1.425
49,2,188,438.54,344.59,8.13,11.413899,10x,1.425
50,4,107,590.64,894.23,8.96,12.572019,10x,1.425
