droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,125,247.90,526.89,7.36,10.329714,10x,1.425
2,2,291,688.88,345.43,8.85,12.419360,10x,1.425
3,4,188,572.34,265.47,10.44,14.650431,10x,1.425
4,4,253,259.70,192.05,8.37,11.748762,10x,1.425
5,2,216,261.24,587.32,7.99,11.218749,10x,1.425
6,5,134,183.43,692.60,8.62,12.092762,10x,1.425
7,2,210,594.72,208.99,10.18,14.294569,10x,1.425
8,5,76,288.04,766.45,8.50,11.928717,10x,1.425
9,4,40,752.79,119.13,10.31,14.464283,10x,1.425
10,1,19,141.84,328.31,9.34,13.108800,10x,1.425
11,4,225,356.29,174.23,8.98,12.598490,10x,1.425
12,4,293,519.82,503.42,10.19,14.304979,10x,1.425
13,3,276,123.74,302.20,8.44,11.852572,10x,1.425
14,2,198,521.83,334.21,7.14,10.026277,10x,1.425
15,5,4,673.23,597.20,9.26,12.990453,10x,1.425
16,2,241,320.20,273.48,10.20,14.314982,10x,1.425
17,2,206,550.70,854.46,9.97,13.995533,10x,1.425
18,3,111,270.54,817.81,7.22,10.131582,10x,1.425
19,4,288,221.25,551.74,8.82,12.385748,10x,1.425
20,5,281,142.69,301.58,9.26,12.998822,10x,1.425
21,2,47,144.06,889.03,8.42,11.812684,10x,1.425
22,1,23,218.54,714.59,9.83,13.792018,10x,1.425
23,1,261,321.92,110.69,9.57,13.432896,10x,1.425
24,3,289,115.30,388.12,10.30,14.460082,10x,1.425
25,3,94,608.53,346.86,8.65,12.141713,10x,1.425
26,1,158,171.77,451.42,8.77,12.309460,10x,1.425
27,4,200,465.40,623.29,9.76,13.694933,10x,1.425
28,3,142,276.94,687.95,9.73,13.657905,10x,1.425
29,5,106,396.40,342.84,7.99,11.210915,10x,1.425
30,4,300,529.94,282.08,8.22,11.531399,10x,1.425
31,1,116,132.69,182.68,8.80,12.344273,10x,1.425
32,2,222,127.06,188.00,9.32,13.079702,10x,1.425
33,1,191,221.01,344.56,9.18,12.880401,10x,1.425
34,4,14,303.49,254.50,9.68,13.579805,10x,1.425
35,1,228,302.34,537.16,7.65,10.739691,10x,1.425
36,5,182,399.14,431.13,7.39,10.368754,10x,1.425
37,5,292,165.69,599.54,10.57,14.831729,10x,1.425
38,1,140,797.24,132.21,7.93,11.123630,10x,1.425
39,5,250,504.89,358.25,8.08,11.338352,10x,1.425
40,5,179,241.29,568.46,9.69,13.595179,10x,1.425
41,1,128,332.99,585.05,9.16,12.860985,10x,1.425
42,3,153,208.35,861.71,8.43,11.834102,10x,1.425
43,1,158,208.84,283.93,8.36,11.732731,10x,1.425
44,4,46,727.80,349.84,9.66,13.554067,10x,1.425
45,5,193,600.60,520.83,9.18,12.885403,10x,1.425
46,1,162,377.66,889.93,7.54,10.575823,10x,1.425
47,4,243,380.72,155.01,10.04,14.084497,10x,1.425
48,5,115,283.19,355.70,9.01,12.647709,10x,1.425
49,2,260,185.08,302.73,7.51,10.539614,10x,1.425
50,1,47,445.44,527.45,8.65,12.147225,10x,1.425
