droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,261,242.33,537.36,8.76,12.295005,10x,1.425
2,3,105,419.57,325.07,10.66,14.964468,10x,1.425
3,5,33,799.79,726.50,8.95,12.562973,10x,1.425
4,1,75,292.59,237.82,7.54,10.583169,10x,1.425
5,2,125,202.45,808.86,9.67,13.574742,10x,1.425
6,2,56,327.14,255.99,7.53,10.571160,10x,1.425
7,1,163,443.60,867.26,8.65,12.141334,10x,1.425
8,5,249,735.60,747.78,7.26,10.192662,10x,1.425
9,4,182,327.72,460.06,8.43,11.834792,10x,1.425
10,4,89,633.09,611.15,9.70,13.610937,10x,1.425
11,4,186,157.11,602.09,10.54,14.794888,10x,1.425
12,4,210,150.33,191.88,7.74,10.864760,10x,1.425
13,1,78,703.79,591.88,10.22,14.339820,10x,1.425
14,5,149,543.56,549.79,8.37,11.749761,10x,1.425
15,5,129,626.27,191.13,9.96,13.976043,10x,1.425
16,1,150,208.01,504.23,7.54,10.578816,10x,1.425
17,4,184,592.44,111.36,8.53,11.975868,10x,1.425
18,3,167,684.99,430.11,8.51,11.946152,10x,1.425
19,2,66,614.24,476.08,7.44,10.435512,10x,1.425
20,3,32,364.82,101.11,7.92,11.119360,10x,1.425
21,2,213,395.26,709.37,8.67,12.173568,10x,1.425
22,5,159,396.98,889.24,7.72,10.836157,10x,1.425
23,5,272,167.41,825.89,8.14,11.420511,10x,1.425
24,4,86,244.34,380.04,9.40,13.187263,10x,1.425
25,1,24,193.19,587.87,9.03,12.678737,10x,1.425
26,4,137,460.43,334.99,8.09,11.355453,10x,1.425
27,2,205,227.58,736.51,10.67,14.971933,10x,1.425
28,2,41,520.02,133.82,10.62,14.911748,10x,1.425
29,2,213,721.93,556.30,9.80,13.755369,10x,1.425
30,4,102,117.06,720.16,7.64,10.716518,10x,1.425
31,2,256,315.15,697.31,7.64,10.719749,10x,1.425
32,3,278,131.37,352.72,9.12,12.802997,10x,1.425
33,4,238,688.91,710.09,7.31,10.256714,10x,1.425
34,5,19,303.12,145.20,8.48,11.895093,10x,1.425
35,4,278,762.81,104.06,9.92,13.925066,10x,1.425
36,2,27,768.12,366.91,9.70,13.610066,10x,1.425
37,4,78,222.09,400.34,9.09,12.759248,10x,1.425
38,2,151,529.91,365.47,10.55,14.805587,10x,1.425
39,3,158,432.11,511.77,9.90,13.893170,10x,1.425
40,4,150,432.87,111.86,7.81,10.957866,10x,1.425
41,2,183,132.58,877.07,7.51,10.533347,10x,1.425
42,5,298,736.44,228.55,9.49,13.324321,10x,1.425
43,5,297,174.66,432.21,8.85,12.417439,10x,1.425
44,4,207,421.58,137.57,7.76,10.885794,10x,1.425
45,4,131,122.08,509.71,8.18,11.478066,10x,1.425
46,2,133,381.49,245.58,9.97,13.999902,10x,1.425
47,3,68,233.17,882.43,10.05,14.105974,10x,1.425
48,3,241,570.55,672.19,8.20,11.515597,10x,1.425
49,4,274,566.59,473.13,10.17,14.277037,10x,1.425
50,4,13,278.20,271.51,9.76,13.702614,10x,1.425
