droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,124,233.49,887.18,16.45,23.091192,10x,1.425
2,1,139,389.97,859.18,14.48,20.317388,10x,1.425
3,2,140,372.86,785.63,17.38,24.396334,10x,1.425
4,1,66,452.63,755.11,17.74,24.891739,10x,1.425
5,4,179,784.20,295.16,18.49,25.954790,10x,1.425
6,5,299,444.25,144.27,21.17,29.718076,10x,1.425
7,5,122,662.45,477.03,14.37,20.171596,10x,1.425
8,4,36,582.51,398.11,21.26,29.833041,10x,1.425
9,2,57,223.96,477.95,20.42,28.661965,10x,1.425
10,1,249,784.34,342.72,18.96,26.607634,10x,1.425
11,1,254,168.85,107.22,16.61,23.313320,10x,1.425
12,3,126,163.55,819.39,15.47,21.714382,10x,1.425
13,5,3,736.58,581.53,14.29,20.052565,10x,1.425
14,4,291,334.57,138.96,18.56,26.051002,10x,1.425
15,1,201,631.46,639.74,15.51,21.772457,10x,1.425
16,1,9,612.97,418.07,19.21,26.957461,10x,1.425
17,5,45,304.47,322.33,14.34,20.131043,10x,1.425
18,2,151,687.92,469.19,18.29,25.664929,10x,1.425
19,3,42,664.07,781.95,20.51,28.786946,10x,1.425
20,4,9,384.81,665.74,16.58,23.272917,10x,1.425
21,5,159,319.69,533.99,20.27,28.455974,10x,1.425
22,4,74,353.60,643.12,16.22,22.771822,10x,1.425
23,4,189,517.15,704.72,15.11,21.212717,10x,1.425
24,1,99,492.56,468.34,16.50,23.163846,10x,1.425
25,1,68,706.13,302.83,17.81,24.992309,10x,1.425
26,2,273,708.74,883.41,17.28,24.257268,10x,1.425
27,1,120,218.17,817.43,16.08,22.567614,10x,1.425
28,3,193,198.81,229.58,19.31,27.105633,10x,1.425
29,4,165,149.40,146.30,16.22,22.767251,10x,1.425
30,1,231,262.78,380.17,17.12,24.032218,10x,1.425
31,3,162,373.01,277.27,20.67,29.007034,10x,1.425
32,2,2,604.59,850.13,14.25,20.006889,10x,1.425
33,3,194,198.00,640.43,19.21,26.961743,10x,1.425
34,3,139,671.27,420.61,17.04,23.910408,10x,1.425
35,3,292,537.48,482.93,14.84,20.821672,10x,1.425
36,5,104,700.17,404.91,17.31,24.292202,10x,1.425
37,3,256,144.71,304.02,19.28,27.060381,10x,1.425
38,1,286,453.66,487.02,20.98,29.439069,10x,1.425
39,1,90,421.19,148.86,18.30,25.686989,10x,1.425
40,4,288,752.37,625.05,17.78,24.950615,10x,1.425
41,2,263,499.72,654.47,18.12,25.425583,10x,1.425
42,5,8,203.89,527.28,17.27,24.242636,10x,1.425
43,2,99,179.88,889.64,14.29,20.060659,10x,1.425
44,1,51,544.50,601.29,18.18,25.516574,10x,1.425
45,4,94,114.77,101.02,20.52,28.795848,10x,1.425
46,2,276,241.27,844.13,17.87,25.078086,10x,1.425
47,4,283,179.92,592.38,19.02,26.692419,10x,1.425
48,5,144,134.18,433.48,15.11,21.208536,10x,1.425
49,1,112,343.71,239.11,16.18,22.707624,10x,1.425
50,1,169,680.02,749.71,18.93,26.570937,10x,1.425
