droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,278,551.50,843.51,21.35,29.968153,10x,1.425
2,3,21,558.23,250.94,20.37,28.585372,10x,1.425
3,5,210,128.72,879.76,16.69,23.423592,10x,1.425
4,5,283,109.62,355.22,18.72,26.274374,10x,1.425
5,5,230,656.89,674.90,20.83,29.230920,10x,1.425
6,1,82,445.08,718.32,14.46,20.300614,10x,1.425
7,2,244,620.08,120.42,18.96,26.616858,10x,1.425
8,1,29,324.41,825.81,14.64,20.546672,10x,1.425
9,1,181,509.55,291.16,14.84,20.834423,10x,1.425
10,4,190,759.36,703.78,21.26,29.833021,10x,1.425
11,1,149,402.71,824.17,16.20,22.732346,10x,1.425
12,4,227,523.88,700.92,14.80,20.772580,10x,1.425
13,1,80,180.85,864.28,19.26,27.038485,10x,1.425
14,3,265,556.65,385.48,16.18,22.703229,10x,1.425
15,5,269,580.04,840.68,18.48,25.941117,10x,1.425
16,3,73,411.06,279.86,19.94,27.982443,10x,1.425
17,5,157,684.36,794.41,19.76,27.731626,10x,1.425
18,4,64,590.78,346.76,14.36,20.155698,10x,1.425
19,2,146,190.16,179.99,15.01,21.060603,10x,1.425
20,1,246,757.58,425.60,16.68,23.403840,10x,1.425
21,5,200,220.63,140.55,18.57,26.064436,10x,1.425
22,5,85,269.62,367.59,19.83,27.828131,10x,1.425
23,4,211,499.14,688.76,15.62,21.924804,10x,1.425
24,3,223,741.83,571.99,21.36,29.977262,10x,1.425
25,1,148,587.25,694.29,15.32,21.508672,10x,1.425
26,4,88,104.04,539.34,18.84,26.436991,10x,1.425
27,1,157,387.37,636.35,15.99,22.435392,10x,1.425
28,4,199,228.46,552.86,16.55,23.232125,10x,1.425
29,4,235,340.74,534.99,21.35,29.961277,10x,1.425
30,1,92,409.05,311.11,18.09,25.388708,10x,1.425
31,4,260,380.68,100.14,20.56,28.850752,10x,1.425
32,5,97,517.59,750.99,16.61,23.317229,10x,1.425
33,4,196,537.54,534.65,19.39,27.212893,10x,1.425
34,2,265,377.00,301.75,19.60,27.503048,10x,1.425
35,2,267,719.28,176.43,17.10,23.995593,10x,1.425
36,3,137,599.90,771.70,17.53,24.604559,10x,1.425
37,5,223,475.10,502.01,20.25,28.426970,10x,1.425
38,2,29,701.08,703.39,17.19,24.130394,10x,1.425
39,5,79,634.96,218.63,16.56,23.239308,10x,1.425
40,1,85,404.21,508.11,16.35,22.943732,10x,1.425
41,3,210,417.12,540.50,20.75,29.122956,10x,1.425
42,5,240,708.66,157.88,16.54,23.217760,10x,1.425
43,5,290,172.07,220.49,16.81,23.596227,10x,1.425
44,4,31,682.47,107.37,14.37,20.165315,10x,1.425
45,1,247,730.50,270.16,20.91,29.353951,10x,1.425
46,5,195,116.11,173.36,18.55,26.030180,10x,1.425
47,1,5,595.04,547.36,18.91,26.547079,10x,1.425
48,2,276,766.06,119.38,15.96,22.398776,10x,1.425
49,4,254,246.63,159.20,16.17,22.698113,10x,1.425
50,2,70,537.78,244.90,16.50,23.162989,10x,1.425
