droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,7,631.55,673.60,19.78,27.760488,10x,1.425
2,1,223,150.97,429.56,21.24,29.804034,10x,1.425
3,5,134,564.65,738.43,15.05,21.121628,10x,1.425
4,1,84,782.28,802.03,20.59,28.898058,10x,1.425
5,3,21,486.80,149.24,14.67,20.595459,10x,1.425
6,3,284,480.04,826.82,18.72,26.274655,10x,1.425
7,2,92,471.48,149.36,19.81,27.797633,10x,1.425
8,4,60,545.79,339.91,21.29,29.873720,10x,1.425
9,1,208,497.10,413.30,20.81,29.210483,10x,1.425
10,5,17,737.95,514.25,19.74,27.699787,10x,1.425
11,3,16,401.01,471.92,14.44,20.270798,10x,1.425
12,1,169,379.35,483.26,14.75,20.695800,10x,1.425
13,4,172,479.95,462.88,18.65,26.170705,10x,1.425
14,1,14,594.12,116.30,16.17,22.697772,10x,1.425
15,5,147,792.67,200.47,15.10,21.199742,10x,1.425
16,2,16,427.02,590.99,19.89,27.922457,10x,1.425
17,5,264,154.10,628.67,19.45,27.292011,10x,1.425
18,1,141,720.01,246.93,21.05,29.550135,10x,1.425
19,3,231,651.21,215.35,17.03,23.905861,10x,1.425
20,2,158,773.65,742.03,20.07,28.165981,10x,1.425
21,1,173,349.85,700.40,19.84,27.841705,10x,1.425
22,4,66,561.44,132.53,20.20,28.350552,10x,1.425
23,2,64,178.65,591.78,15.20,21.330213,10x,1.425
24,4,250,775.10,254.60,15.79,22.165239,10x,1.425
25,3,157,400.35,270.79,16.80,23.583981,10x,1.425
26,2,246,417.46,380.88,17.66,24.786724,10x,1.425
27,3,201,338.43,761.04,20.39,28.622704,10x,1.425
28,3,201,646.88,609.96,18.22,25.571614,10x,1.425
29,4,4,762.52,183.81,16.58,23.267380,10x,1.425
30,4,90,249.17,299.58,15.76,22.126127,10x,1.425
31,1,177,699.23,338.18,18.51,25.973190,10x,1.425
32,5,200,426.65,703.03,14.98,21.021742,10x,1.425
33,4,218,689.63,804.58,16.29,22.860415,10x,1.425
34,5,288,719.74,544.65,15.84,22.236154,10x,1.425
35,1,197,668.17,175.65,21.28,29.871100,10x,1.425
36,4,298,481.00,703.81,19.67,27.610370,10x,1.425
37,1,178,337.41,481.39,17.25,24.209703,10x,1.425
38,1,233,242.72,180.59,19.31,27.108103,10x,1.425
39,1,135,496.53,386.36,18.14,25.464589,10x,1.425
40,4,9,628.74,137.18,17.01,23.879195,10x,1.425
41,5,198,746.17,472.76,16.44,23.072074,10x,1.425
42,1,208,331.31,102.47,19.57,27.466695,10x,1.425
43,3,94,553.93,637.18,19.52,27.391853,10x,1.425
44,1,43,303.76,115.86,14.81,20.782585,10x,1.425
45,3,19,474.79,776.97,17.21,24.151679,10x,1.425
46,2,68,692.46,427.44,20.36,28.580345,10x,1.425
47,5,159,545.72,638.87,16.22,22.760132,10x,1.425
48,5,248,223.70,371.22,14.29,20.054387,10x,1.425
49,4,60,275.97,444.77,20.05,28.137581,10x,1.425
50,4,157,577.92,748.72,14.57,20.447699,10x,1.425
