droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,5,290,156.60,112.69,17.08,23.972615,10x,1.425
2,1,85,653.13,461.11,15.86,22.261993,10x,1.425
3,1,11,664.75,814.01,15.18,21.308856,10x,1.425
4,3,89,680.41,518.65,21.33,29.940642,10x,1.425
5,3,51,527.38,771.04,18.83,26.425696,10x,1.425
6,2,64,190.92,845.27,16.72,23.466770,10x,1.425
7,3,285,566.42,151.01,17.33,24.327038,10x,1.425
8,2,214,254.84,658.73,14.76,20.712922,10x,1.425
9,3,121,362.92,247.65,14.87,20.874244,10x,1.425
10,1,57,262.98,678.52,15.43,21.650515,10x,1.425
11,2,34,105.92,794.29,15.98,22.431102,10x,1.425
12,3,209,118.97,163.58,21.12,29.644435,10x,1.425
13,5,23,419.20,523.39,15.76,22.118855,10x,1.425
14,4,180,530.91,529.31,14.65,20.558117,10x,1.425
15,2,262,586.51,578.53,20.44,28.681754,10x,1.425
16,5,86,276.85,634.38,19.44,27.290971,10x,1.425
17,4,165,540.39,530.26,18.70,26.246948,10x,1.425
18,3,117,570.21,100.48,20.48,28.746443,10x,1.425
19,4,254,518.39,142.98,18.43,25.862592,10x,1.425
20,1,35,783.81,889.04,21.15,29.682407,10x,1.425
21,5,221,714.04,585.14,18.08,25.377214,10x,1.425
22,5,297,469.00,250.57,16.68,23.417351,10x,1.425
23,2,107,428.82,427.19,16.46,23.107555,10x,1.425
24,2,61,103.38,392.01,20.50,28.778037,10x,1.425
25,3,45,441.73,889.97,18.18,25.509731,10x,1.425
26,3,216,665.07,153.13,14.57,20.445850,10x,1.425
27,5,63,278.47,273.73,16.09,22.580722,10x,1.425
28,5,34,616.96,881.56,20.01,28.090316,10x,1.425
29,3,217,671.14,776.81,21.21,29.765704,10x,1.425
30,5,247,386.49,794.21,21.01,29.494527,10x,1.425
31,2,188,459.44,364.22,21.06,29.560153,10x,1.425
32,3,72,753.03,720.68,18.54,26.022166,10x,1.425
33,2,57,513.85,183.43,18.53,26.001138,10x,1.425
34,4,233,295.18,469.00,17.71,24.862214,10x,1.425
35,3,217,710.80,202.17,17.81,24.990104,10x,1.425
36,5,131,745.93,824.48,15.02,21.078758,10x,1.425
37,4,140,576.46,560.26,18.84,26.438805,10x,1.425
38,3,262,419.40,121.54,18.72,26.278986,10x,1.425
39,5,275,225.63,810.76,20.03,28.113071,10x,1.425
40,2,242,328.74,174.39,14.50,20.354150,10x,1.425
41,3,249,707.39,532.32,15.97,22.410870,10x,1.425
42,3,46,544.22,244.75,20.51,28.781872,10x,1.425
43,2,181,758.50,727.29,20.43,28.679241,10x,1.425
44,2,174,518.20,198.65,14.56,20.436907,10x,1.425
45,5,263,505.91,114.76,18.11,25.416862,10x,1.425
46,4,15,130.60,528.34,21.22,29.783796,10x,1.425
47,3,233,170.90,865.94,19.40,27.228181,10x,1.425
48,4,67,364.46,817.74,21.32,29.928830,10x,1.425
49,2,243,352.16,110.03,21.18,29.719601,10x,1.425
50,2,266,515.46,103.80,14.61,20.512217,10x,1.425
