droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,13,248.36,159.13,20.28,28.466072,10x,1.425
2,3,162,321.55,241.85,14.32,20.093906,10x,1.425
3,3,77,207.88,117.33,18.68,26.215989,10x,1.425
4,1,217,588.34,564.87,20.81,29.212057,10x,1.425
5,4,290,510.13,195.03,17.49,24.550861,10x,1.425
6,3,246,797.77,144.50,18.78,26.359903,10x,1.425
7,3,58,330.36,218.20,17.99,25.248938,10x,1.425
8,1,283,240.39,684.56,21.29,29.880540,10x,1.425
9,3,207,557.72,516.18,18.38,25.792542,10x,1.425
10,3,79,252.77,838.65,17.04,23.916160,10x,1.425
11,4,297,287.11,558.01,15.13,21.228561,10x,1.425
12,5,103,367.20,810.60,16.21,22.744300,10x,1.425
13,4,128,102.64,732.63,20.06,28.151185,10x,1.425
14,2,139,477.84,750.53,18.58,26.075248,10x,1.425
15,4,110,470.91,430.48,16.29,22.862879,10x,1.425
16,3,167,139.65,136.83,14.60,20.492808,10x,1.425
17,1,171,623.67,799.06,17.81,24.994106,10x,1.425
18,3,173,500.61,652.21,14.93,20.950542,10x,1.425
19,3,221,616.97,345.78,18.65,26.169472,10x,1.425
20,4,269,248.00,376.03,20.78,29.158967,10x,1.425
21,2,294,141.21,631.15,16.83,23.622871,10x,1.425
22,3,22,639.39,528.45,17.71,24.851571,10x,1.425
23,2,261,450.97,652.62,17.87,25.083357,10x,1.425
24,5,61,365.61,464.12,20.06,28.148874,10x,1.425
25,1,15,475.70,633.81,18.73,26.293023,10x,1.425
26,3,295,105.37,527.22,15.99,22.448144,10x,1.425
27,1,32,139.27,228.73,17.01,23.874980,10x,1.425
28,2,276,313.01,294.70,17.18,24.115415,10x,1.425
29,4,29,217.90,678.65,21.30,29.888227,10x,1.425
30,3,293,546.18,484.17,19.29,27.080596,10x,1.425
31,5,177,423.10,155.58,15.19,21.324720,10x,1.425
32,4,248,148.92,737.58,19.26,27.033415,10x,1.425
33,2,64,117.51,630.49,16.55,23.224734,10x,1.425
34,4,232,620.96,767.24,20.51,28.783522,10x,1.425
35,4,102,336.32,851.16,18.80,26.389068,10x,1.425
36,4,146,642.68,732.00,14.40,20.209897,10x,1.425
37,1,33,648.77,437.43,16.54,23.217759,10x,1.425
38,4,48,581.96,770.39,20.52,28.798301,10x,1.425
39,4,291,484.31,799.16,19.88,27.902263,10x,1.425
40,2,117,137.61,556.63,20.81,29.207593,10x,1.425
41,2,149,549.66,741.53,17.14,24.049486,10x,1.425
42,2,147,341.75,411.69,17.72,24.866360,10x,1.425
43,3,157,412.05,149.93,20.42,28.661111,10x,1.425
44,4,175,213.72,854.56,20.20,28.357646,10x,1.425
45,1,173,467.12,497.75,16.72,23.462966,10x,1.425
46,1,144,373.69,622.53,15.24,21.386724,10x,1.425
47,1,12,618.98,148.42,18.53,26.009462,10x,1.425
48,2,105,123.69,704.67,18.36,25.762460,10x,1.425
49,4,190,452.74,574.40,15.57,21.858534,10x,1.425
50,3,277,506.06,231.73,14.67,20.588427,10x,1.425
