droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,69,579.50,692.99,7.22,10.126956,10x,1.425
2,1,260,465.58,591.95,8.10,11.372988,10x,1.425
3,3,90,449.71,803.62,10.21,14.330298,10x,1.425
4,4,112,631.28,562.25,10.10,14.177760,10x,1.425
5,2,83,553.62,883.62,7.45,10.454669,10x,1.425
6,3,25,799.30,234.40,10.41,14.607564,10x,1.425
7,4,128,360.49,551.77,7.44,10.438061,10x,1.425
8,4,111,376.94,592.63,8.92,12.515515,10x,1.425
9,4,209,600.19,609.40,10.08,14.147711,10x,1.425
10,1,97,408.42,419.05,8.93,12.532665,10x,1.425
11,1,97,126.29,249.89,10.22,14.341075,10x,1.425
12,5,175,788.20,160.26,8.83,12.399059,10x,1.425
13,5,72,596.70,348.07,8.49,11.912839,10x,1.425
14,4,250,417.47,483.49,7.55,10.591941,10x,1.425
15,1,60,300.40,395.79,10.00,14.028154,10x,1.425
16,4,51,370.49,730.46,7.57,10.631167,10x,1.425
17,4,135,772.36,549.37,8.30,11.648042,10x,1.425
18,5,287,566.55,437.62,8.36,11.739470,10x,1.425
19,3,229,162.32,785.98,9.98,14.012602,10x,1.425
20,1,186,230.69,803.92,9.00,12.634999,10x,1.425
21,3,256,528.06,113.94,7.42,10.420441,10x,1.425
22,5,225,554.59,442.20,8.63,12.112256,10x,1.425
23,2,61,571.45,313.55,8.35,11.717968,10x,1.425
24,1,115,246.79,206.99,10.10,14.174457,10x,1.425
25,2,64,351.24,123.02,8.18,11.478060,10x,1.425
26,3,281,581.79,185.48,9.48,13.306221,10x,1.425
27,5,271,549.55,807.72,9.73,13.650770,10x,1.425
28,2,42,763.11,815.81,7.96,11.178084,10x,1.425
29,4,135,693.06,523.70,10.56,14.815962,10x,1.425
30,4,13,766.64,697.01,8.05,11.296196,10x,1.425
31,5,232,619.17,701.49,7.37,10.339279,10x,1.425
32,4,161,331.09,398.08,10.62,14.908139,10x,1.425
33,3,198,244.70,601.62,8.45,11.863612,10x,1.425
34,1,200,754.10,433.57,7.85,11.020229,10x,1.425
35,4,300,591.99,187.78,8.72,12.235897,10x,1.425
36,4,99,651.63,259.53,10.06,14.117109,10x,1.425
37,1,249,631.79,236.09,8.10,11.374280,10x,1.425
38,5,229,255.81,746.15,9.40,13.188135,10x,1.425
39,4,105,486.52,554.80,7.53,10.572121,10x,1.425
40,2,269,663.40,460.03,7.16,10.048742,10x,1.425
41,1,66,167.95,495.59,8.66,12.159478,10x,1.425
42,4,61,263.03,756.80,8.23,11.556910,10x,1.425
43,5,47,630.62,804.29,7.91,11.097888,10x,1.425
44,3,280,322.60,144.00,10.38,14.567480,10x,1.425
45,2,43,401.04,169.61,9.59,13.464950,10x,1.425
46,2,171,257.91,800.12,7.58,10.634958,10x,1.425
47,2,180,272.38,314.88,10.39,14.583411,10x,1.425
48,4,287,570.25,881.69,7.66,10.757524,10x,1.425
49,2,33,533.14,570.81,7.19,10.087544,10x,1.425
50,5,120,681.08,473.03,9.79,13.738189,10x,1.425
