droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,26,208.68,836.34,8.93,12.530648,10x,1.425
2,3,65,231.08,873.57,9.90,13.890185,10x,1.425
3,2,164,237.94,244.67,9.30,13.054120,10x,1.425
4,5,70,162.43,463.76,9.79,13.743482,10x,1.425
5,4,68,392.10,762.11,9.46,13.276824,10x,1.425
6,3,131,157.16,502.35,10.33,14.500638,10x,1.425
7,2,252,661.56,347.73,10.13,14.223809,10x,1.425
8,5,203,300.84,263.96,10.26,14.395928,10x,1.425
9,5,241,118.58,283.62,10.41,14.610692,10x,1.425
10,3,168,455.51,253.93,10.21,14.328794,10x,1.425
11,1,228,618.66,475.23,8.83,12.388235,10x,1.425
12,3,108,745.73,255.30,10.40,14.589726,10x,1.425
13,5,50,757.11,645.70,10.26,14.405336,10x,1.425
14,4,119,727.91,607.97,9.13,12.821007,10x,1.425
15,2,2,695.47,296.96,10.56,14.819570,10x,1.425
16,1,180,385.23,582.75,7.25,10.169716,10x,1.425
17,3,216,132.53,104.50,9.60,13.474110,10x,1.425
18,2,88,737.84,772.15,7.84,10.999479,10x,1.425
19,1,245,449.00,850.19,9.40,13.195127,10x,1.425
20,5,300,253.40,731.59,8.96,12.574058,10x,1.425
21,3,67,709.46,715.06,9.56,13.423854,10x,1.425
22,4,171,137.30,853.75,9.49,13.318397,10x,1.425
23,5,153,473.67,523.67,8.39,11.770754,10x,1.425
24,3,155,793.48,620.81,9.45,13.265810,10x,1.425
25,1,295,456.63,690.15,9.88,13.866304,10x,1.425
26,1,25,100.55,189.84,9.99,14.022405,10x,1.425
27,1,39,548.60,465.28,9.73,13.657549,10x,1.425
28,1,216,735.68,733.41,10.61,14.887169,10x,1.425
29,5,266,472.64,223.40,10.41,14.615809,10x,1.425
30,1,157,442.11,784.86,7.24,10.159437,10x,1.425
31,3,65,376.06,788.16,8.04,11.282624,10x,1.425
32,5,115,376.20,642.92,7.64,10.718238,10x,1.425
33,2,38,716.30,851.64,10.31,14.471597,10x,1.425
34,3,21,624.64,500.40,8.67,12.162377,10x,1.425
35,3,21,163.93,899.73,8.04,11.286065,10x,1.425
36,5,226,397.51,848.69,8.09,11.350873,10x,1.425
37,5,97,588.65,838.36,10.11,14.185620,10x,1.425
38,5,48,708.58,418.39,8.60,12.067976,10x,1.425
39,1,111,239.58,613.06,8.75,12.286373,10x,1.425
40,4,69,500.84,308.28,10.61,14.884236,10x,1.425
41,1,158,553.84,167.56,8.29,11.640278,10x,1.425
42,2,202,128.84,845.19,9.70,13.612816,10x,1.425
43,3,265,338.98,260.81,9.56,13.412332,10x,1.425
44,4,24,505.93,231.29,7.63,10.702900,10x,1.425
45,1,73,143.73,156.44,8.57,12.023056,10x,1.425
46,3,284,440.78,870.08,8.44,11.839116,10x,1.425
47,2,186,345.36,349.31,10.52,14.766145,10x,1.425
48,4,208,691.46,791.69,8.02,11.251710,10x,1.425
49,1,84,553.00,669.92,9.06,12.720750,10x,1.425
50,5,136,252.85,126.41,8.08,11.345824,10x,1.425
