droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,3,150,293.67,159.35,10.27,14.413416,10x,1.425
2,4,272,276.08,845.63,7.58,10.638629,10x,1.425
3,1,126,388.42,754.20,8.13,11.404227,10x,1.425
4,5,227,175.77,741.00,10.32,14.480939,10x,1.425
5,2,18,351.30,647.87,10.63,14.918375,10x,1.425
6,1,62,674.19,374.29,10.51,14.756963,10x,1.425
7,3,149,234.69,500.83,7.94,11.141551,10x,1.425
8,5,24,266.57,801.47,8.88,12.463793,10x,1.425
9,4,266,243.00,228.52,10.65,14.952333,10x,1.425
10,4,75,324.36,487.55,10.44,14.649368,10x,1.425
11,3,266,285.84,132.34,8.46,11.867775,10x,1.425
12,3,101,464.80,797.71,9.99,14.018092,10x,1.425
13,3,174,798.42,261.57,7.72,10.836756,10x,1.425
14,1,15,140.60,337.41,8.81,12.361584,10x,1.425
15,3,133,578.36,614.87,9.58,13.449327,10x,1.425
16,5,120,766.62,211.15,8.97,12.591757,10x,1.425
17,3,259,359.37,806.93,8.21,11.524734,10x,1.425
18,4,184,127.60,346.02,10.13,14.211504,10x,1.425
19,4,39,465.97,691.94,10.60,14.871642,10x,1.425
20,4,39,447.03,704.23,10.66,14.967950,10x,1.425
21,5,250,508.21,771.82,8.41,11.806015,10x,1.425
22,3,30,790.13,259.60,9.71,13.624489,10x,1.425
23,5,202,118.09,272.18,7.93,11.130294,10x,1.425
24,4,161,619.52,262.63,9.72,13.638899,10x,1.425
25,5,161,419.51,125.23,7.72,10.838417,10x,1.425
26,4,128,346.14,432.39,8.19,11.501671,10x,1.425
27,1,261,526.54,464.52,10.57,14.828593,10x,1.425
28,4,18,459.29,898.82,8.57,12.025899,10x,1.425
29,1,102,239.63,797.41,10.04,14.092966,10x,1.425
30,5,24,432.56,343.78,9.54,13.392436,10x,1.425
31,4,26,394.10,790.01,9.37,13.145903,10x,1.425
32,5,163,747.58,438.74,9.69,13.598071,10x,1.425
33,1,246,346.23,576.44,7.50,10.523316,10x,1.425
34,4,80,612.78,101.33,10.42,14.622285,10x,1.425
35,5,247,299.78,682.52,8.15,11.435119,10x,1.425
36,1,145,632.75,583.19,7.56,10.614119,10x,1.425
37,1,291,198.27,812.42,9.57,13.427681,10x,1.425
38,1,11,465.42,377.51,7.20,10.105259,10x,1.425
39,1,110,407.66,443.27,8.30,11.652478,10x,1.425
40,4,39,770.43,681.56,9.96,13.974227,10x,1.425
41,2,184,229.44,248.96,8.10,11.371944,10x,1.425
42,4,175,446.69,618.30,7.33,10.284405,10x,1.425
43,5,93,295.30,116.89,9.12,12.803374,10x,1.425
44,4,68,290.63,704.72,9.28,13.031270,10x,1.425
45,5,161,360.62,666.00,10.58,14.847231,10x,1.425
46,4,109,211.67,120.36,8.32,11.679547,10x,1.425
47,4,271,706.26,223.72,7.90,11.094317,10x,1.425
48,3,51,320.89,417.08,8.88,12.460156,10x,1.425
49,3,129,381.22,508.87,9.69,13.593992,10x,1.425
50,1,37,480.89,842.72,7.76,10.895209,10x,1.425
