droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,69,314.98,535.20,8.78,12.320694,10x,1.425
2,2,35,196.75,457.65,8.02,11.254505,10x,1.425
3,1,58,578.26,875.16,7.64,10.718492,10x,1.425
4,5,68,683.98,724.02,10.10,14.169560,10x,1.425
5,1,272,621.46,828.41,7.20,10.100173,10x,1.425
6,1,16,557.84,827.50,9.78,13.727696,10x,1.425
7,5,208,491.50,800.97,9.62,13.507883,10x,1.425
8,5,111,445.90,548.72,8.48,11.901796,10x,1.425
9,5,205,139.81,191.88,10.24,14.373252,10x,1.425
10,2,34,374.04,211.06,9.91,13.903309,10x,1.425
11,4,158,612.60,333.14,10.19,14.294807,10x,1.425
12,1,137,361.46,873.94,9.81,13.770286,10x,1.425
13,3,83,413.94,193.26,9.03,12.676558,10x,1.425
14,1,82,377.54,337.95,7.52,10.554844,10x,1.425
15,1,78,425.15,788.03,7.32,10.273103,10x,1.425
16,4,196,511.24,236.67,8.56,12.007142,10x,1.425
17,2,153,201.88,650.01,8.58,12.040851,10x,1.425
18,2,173,366.37,690.98,7.16,10.046280,10x,1.425
19,5,91,778.68,458.69,7.16,10.046649,10x,1.425
20,1,237,764.97,221.26,9.42,13.227927,10x,1.425
21,1,242,494.36,278.52,10.39,14.577247,10x,1.425
22,1,178,495.77,279.90,9.13,12.814469,10x,1.425
23,3,93,496.26,270.97,10.22,14.343614,10x,1.425
24,4,108,486.45,253.47,7.51,10.537167,10x,1.425
25,1,261,330.90,133.65,9.08,12.742431,10x,1.425
26,4,126,473.46,689.74,8.91,12.504652,10x,1.425
27,1,27,623.58,419.48,10.54,14.789575,10x,1.425
28,4,204,364.61,438.06,10.44,14.657220,10x,1.425
29,4,163,301.16,640.13,9.15,12.840212,10x,1.425
30,5,1,535.16,769.06,7.45,10.460814,10x,1.425
31,2,107,592.76,395.22,10.36,14.543344,10x,1.425
32,1,71,707.31,584.97,10.04,14.088164,10x,1.425
33,4,299,291.90,487.87,9.55,13.406694,10x,1.425
34,4,106,178.38,278.87,9.74,13.671183,10x,1.425
35,2,155,239.19,611.17,10.42,14.627414,10x,1.425
36,4,220,115.23,883.71,9.90,13.890295,10x,1.425
37,5,237,547.32,389.73,7.61,10.687569,10x,1.425
38,4,71,416.23,401.82,10.00,14.029776,10x,1.425
39,1,232,450.80,192.14,8.37,11.743917,10x,1.425
40,3,106,517.38,317.10,10.06,14.126064,10x,1.425
41,2,79,683.49,773.39,9.64,13.526727,10x,1.425
42,4,244,160.65,767.89,10.05,14.111514,10x,1.425
43,2,6,188.10,318.59,9.92,13.920742,10x,1.425
44,1,155,107.47,210.33,8.40,11.784872,10x,1.425
45,3,45,558.14,589.20,8.81,12.359614,10x,1.425
46,5,85,437.27,833.48,8.57,12.028004,10x,1.425
47,2,2,706.86,123.38,10.59,14.868338,10x,1.425
48,4,242,515.67,752.29,10.21,14.323172,10x,1.425
49,2,22,200.35,262.94,7.82,10.979520,10x,1.425
50,2,244,798.07,272.67,7.77,10.908098,10x,1.425
