droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,6,446.68,796.53,9.40,13.191835,10x,1.425
2,2,31,708.80,537.99,10.35,14.530732,10x,1.425
3,3,4,707.15,439.92,7.20,10.102074,10x,1.425
4,2,73,688.57,366.13,7.13,10.004186,10x,1.425
5,2,192,613.26,450.67,10.09,14.158885,10x,1.425
6,4,250,323.33,801.08,8.84,12.403800,10x,1.425
7,5,209,182.88,123.95,10.67,14.980137,10x,1.425
8,1,225,672.37,277.55,8.92,12.518463,10x,1.425
9,4,165,166.94,801.68,10.68,14.987880,10x,1.425
10,1,74,108.09,624.09,10.09,14.161415,10x,1.425
11,3,145,248.39,234.06,8.41,11.797255,10x,1.425
12,5,58,325.97,425.66,7.61,10.687420,10x,1.425
13,4,261,336.82,629.93,10.05,14.105878,10x,1.425
14,3,156,734.20,352.20,8.09,11.358933,10x,1.425
15,5,24,569.36,344.05,7.47,10.479271,10x,1.425
16,2,246,122.30,736.61,8.13,11.415549,10x,1.425
17,2,272,483.54,108.89,7.20,10.111503,10x,1.425
18,3,244,110.60,528.65,8.29,11.641946,10x,1.425
19,3,287,718.92,897.60,10.55,14.808016,10x,1.425
20,1,66,328.21,427.37,10.23,14.357087,10x,1.425
21,1,195,248.98,789.92,8.72,12.238931,10x,1.425
22,3,284,254.85,514.57,8.98,12.609196,10x,1.425
23,5,243,679.97,513.13,10.34,14.508904,10x,1.425
24,3,248,217.97,362.94,7.87,11.043257,10x,1.425
25,3,167,405.20,277.94,9.72,13.646171,10x,1.425
26,2,139,578.57,850.21,9.11,12.779807,10x,1.425
27,4,52,164.45,285.72,10.68,14.982805,10x,1.425
28,2,38,146.17,651.44,8.65,12.141630,10x,1.425
29,4,51,597.08,891.23,7.24,10.159127,10x,1.425
30,2,269,327.11,102.33,8.40,11.782527,10x,1.425
31,4,280,227.00,614.52,7.39,10.378203,10x,1.425
32,5,198,156.71,775.90,7.19,10.091174,10x,1.425
33,5,254,572.59,386.66,10.16,14.259136,10x,1.425
34,4,24,590.81,100.78,10.18,14.291964,10x,1.425
35,5,137,538.67,583.13,9.61,13.489352,10x,1.425
36,5,129,659.13,713.60,9.15,12.841584,10x,1.425
37,4,158,614.06,117.04,7.94,11.148392,10x,1.425
38,2,20,623.48,221.43,9.00,12.625003,10x,1.425
39,3,299,461.45,670.92,8.94,12.541548,10x,1.425
40,4,70,398.62,738.61,8.86,12.439883,10x,1.425
41,4,123,636.28,437.49,8.41,11.802857,10x,1.425
42,3,202,317.17,384.28,7.96,11.176668,10x,1.425
43,1,121,759.71,866.30,10.11,14.194272,10x,1.425
44,4,120,322.47,598.38,9.46,13.277548,10x,1.425
45,2,158,647.25,275.46,8.14,11.422666,10x,1.425
46,1,4,109.81,845.24,10.23,14.356305,10x,1.425
47,3,199,792.41,405.94,9.91,13.902582,10x,1.425
48,5,189,790.68,130.57,8.95,12.568229,10x,1.425
49,3,72,561.49,471.89,8.23,11.548845,10x,1.425
50,2,152,138.07,199.99,7.92,11.109930,10x,1.425
