droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,162,665.53,454.62,9.32,13.075065,10x,1.425
2,3,257,725.21,173.88,9.18,12.886089,10x,1.425
3,1,93,300.01,420.94,7.26,10.185451,10x,1.425
4,4,18,100.91,559.94,8.14,11.427155,10x,1.425
5,5,112,743.30,541.05,8.03,11.268754,10x,1.425
6,5,12,252.65,521.68,9.55,13.404731,10x,1.425
7,1,213,671.22,608.82,10.26,14.406152,10x,1.425
8,2,171,788.08,770.99,9.90,13.900575,10x,1.425
9,4,285,291.83,479.57,9.19,12.892834,10x,1.425
10,1,283,540.31,818.34,8.27,11.600081,10x,1.425
11,5,236,630.41,272.81,7.98,11.203347,10x,1.425
12,2,11,434.06,689.41,10.19,14.306703,10x,1.425
13,3,109,476.97,349.99,8.95,12.568195,10x,1.425
14,1,50,450.02,237.63,9.91,13.911423,10x,1.425
15,4,86,318.19,104.36,8.78,12.323938,10x,1.425
16,4,98,535.87,530.64,10.68,14.995865,10x,1.425
17,5,26,351.95,385.06,9.64,13.526691,10x,1.425
18,5,14,511.06,356.82,10.41,14.613028,10x,1.425
19,1,245,373.06,188.16,9.47,13.292625,10x,1.425
20,1,204,452.96,656.32,8.44,11.850221,10x,1.425
21,5,25,161.47,124.30,10.44,14.653601,10x,1.425
22,1,129,284.28,165.26,8.52,11.956295,10x,1.425
23,1,197,386.73,653.43,10.44,14.656313,10x,1.425
24,5,229,151.41,841.88,8.07,11.321202,10x,1.425
25,4,52,115.04,422.24,9.15,12.843881,10x,1.425
26,4,179,423.59,726.93,8.71,12.221518,10x,1.425
27,1,155,616.86,347.04,9.12,12.800486,10x,1.425
28,1,55,118.32,747.30,7.47,10.489917,10x,1.425
29,3,200,733.29,185.18,7.19,10.095129,10x,1.425
30,4,192,303.57,450.27,8.29,11.628868,10x,1.425
31,5,188,302.91,568.81,10.30,14.454143,10x,1.425
32,5,265,252.42,559.85,7.37,10.342884,10x,1.425
33,5,50,279.22,467.51,7.79,10.929549,10x,1.425
34,1,281,438.70,379.71,10.30,14.461982,10x,1.425
35,2,137,151.36,140.18,7.86,11.026375,10x,1.425
36,2,223,433.46,649.69,8.37,11.745670,10x,1.425
37,3,25,410.96,644.57,9.23,12.950778,10x,1.425
38,3,57,297.96,894.14,9.68,13.580282,10x,1.425
39,3,159,636.12,899.24,10.04,14.085196,10x,1.425
40,2,219,324.61,124.19,10.46,14.685062,10x,1.425
41,2,224,180.91,187.25,7.47,10.483208,10x,1.425
42,3,294,643.47,583.37,7.45,10.460391,10x,1.425
43,5,254,538.67,573.49,9.35,13.129621,10x,1.425
44,3,292,580.43,687.10,7.56,10.615122,10x,1.425
45,3,113,712.44,273.35,8.73,12.254791,10x,1.425
46,5,280,127.51,295.07,7.27,10.203845,10x,1.425
47,2,159,532.89,636.09,8.48,11.899373,10x,1.425
48,1,227,761.01,163.14,7.23,10.143568,10x,1.425
49,1,221,319.89,643.69,9.63,13.514192,10x,1.425
50,5,13,316.68,140.96,9.19,12.891306,10x,1.425
