droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,4,77,211.20,113.32,10.64,14.934242,10x,1.425
2,2,136,469.88,790.79,7.95,11.162753,10x,1.425
3,2,73,363.15,245.09,8.59,12.056183,10x,1.425
4,4,217,209.16,456.81,7.78,10.917678,10x,1.425
5,1,21,761.69,833.86,9.86,13.832500,10x,1.425
6,5,130,521.76,139.65,10.56,14.820180,10x,1.425
7,2,229,625.64,896.69,7.76,10.891531,10x,1.425
8,3,86,185.57,475.79,8.40,11.788824,10x,1.425
9,2,206,354.09,178.15,7.28,10.223922,10x,1.425
10,2,216,538.52,432.10,9.27,13.009721,10x,1.425
11,2,45,701.42,461.34,9.36,13.134912,10x,1.425
12,4,72,424.06,476.30,8.97,12.584146,10x,1.425
13,3,226,528.57,802.75,9.10,12.768015,10x,1.425
14,2,188,340.09,688.65,8.04,11.285957,10x,1.425
15,2,177,720.54,186.36,7.89,11.078830,10x,1.425
16,5,293,640.47,852.02,7.23,10.143545,10x,1.425
17,5,132,713.44,846.76,7.37,10.347486,10x,1.425
18,1,267,608.77,853.01,9.25,12.984309,10x,1.425
19,1,67,457.33,671.65,9.57,13.435044,10x,1.425
20,5,267,745.40,619.27,10.05,14.110675,10x,1.425
21,1,233,759.17,429.26,10.05,14.108667,10x,1.425
22,3,166,621.25,687.25,10.04,14.088726,10x,1.425
23,1,185,432.23,320.62,10.05,14.099677,10x,1.425
24,4,160,737.28,823.33,7.83,10.983820,10x,1.425
25,1,227,558.07,289.28,7.26,10.183077,10x,1.425
26,2,172,722.77,480.21,8.74,12.265461,10x,1.425
27,2,108,324.65,427.82,9.04,12.693068,10x,1.425
28,4,203,310.87,860.39,7.33,10.290283,10x,1.425
29,4,53,540.92,677.48,7.94,11.147508,10x,1.425
30,3,180,721.37,734.12,8.28,11.619991,10x,1.425
31,4,212,266.42,537.30,7.82,10.975276,10x,1.425
32,4,286,775.19,510.51,7.61,10.674627,10x,1.425
33,2,267,751.77,423.20,8.15,11.432603,10x,1.425
34,2,233,638.86,707.59,8.49,11.911925,10x,1.425
35,1,80,776.61,210.23,8.17,11.466655,10x,1.425
36,4,61,519.63,456.29,7.28,10.216649,10x,1.425
37,4,287,590.89,518.30,7.28,10.218861,10x,1.425
38,2,187,119.27,245.27,8.99,12.618872,10x,1.425
39,1,85,390.41,131.61,8.25,11.581243,10x,1.425
40,3,263,285.85,764.01,7.80,10.950566,10x,1.425
41,4,183,493.36,286.85,10.37,14.559336,10x,1.425
42,5,249,696.67,118.93,9.34,13.115591,10x,1.425
43,1,85,307.54,897.73,9.40,13.192581,10x,1.425
44,3,65,772.14,739.69,8.80,12.357442,10x,1.425
45,4,91,174.66,693.78,8.48,11.904838,10x,1.425
46,2,14,582.70,264.25,8.59,12.051997,10x,1.425
47,5,131,764.53,857.77,10.47,14.692912,10x,1.425
48,1,244,592.92,667.98,7.80,10.942175,10x,1.425
49,2,32,409.87,178.81,10.56,14.814752,10x,1.425
50,3,222,420.85,138.12,7.74,10.858811,10x,1.425
