droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,2,110,303.52,702.53,9.48,13.299383,10x,1.425
2,5,176,428.67,283.98,9.57,13.432262,10x,1.425
3,5,30,542.10,363.58,9.47,13.292394,10x,1.425
4,5,152,621.28,866.70,8.81,12.367796,10x,1.425
5,3,232,748.72,249.80,9.73,13.661835,10x,1.425
6,2,184,679.46,658.99,8.69,12.196587,10x,1.425
7,2,170,438.34,225.84,9.31,13.072984,10x,1.425
8,4,117,398.60,210.32,10.43,14.634567,10x,1.425
9,2,165,486.65,409.08,8.44,11.847327,10x,1.425
10,1,149,632.61,304.45,10.38,14.572619,10x,1.425
11,5,149,517.50,155.88,10.58,14.845077,10x,1.425
12,1,131,382.46,887.80,7.60,10.668300,10x,1.425
13,1,294,670.45,748.88,10.21,14.330197,10x,1.425
14,1,262,197.33,672.13,7.68,10.774762,10x,1.425
15,1,55,340.91,840.32,9.04,12.692672,10x,1.425
16,1,203,203.33,843.93,8.30,11.644491,10x,1.425
17,5,230,556.88,308.99,9.85,13.825470,10x,1.425
18,2,113,663.53,516.89,8.03,11.269088,10x,1.425
19,1,149,232.98,191.89,8.37,11.744130,10x,1.425
20,3,62,734.85,217.90,7.77,10.908005,10x,1.425
21,5,239,453.15,419.88,7.70,10.812930,10x,1.425
22,2,161,495.83,364.25,8.89,12.478351,10x,1.425
23,2,271,299.71,574.60,7.46,10.470782,10x,1.425
24,1,224,786.53,345.73,8.65,12.137964,10x,1.425
25,2,255,346.30,510.26,10.38,14.569219,10x,1.425
26,4,217,330.61,182.32,8.48,11.897473,10x,1.425
27,4,60,686.17,287.47,9.67,13.577496,10x,1.425
28,4,77,400.43,511.81,8.77,12.302008,10x,1.425
29,3,11,518.63,886.70,9.82,13.787730,10x,1.425
30,5,248,206.07,841.39,9.14,12.824831,10x,1.425
31,1,168,289.37,241.09,7.22,10.133191,10x,1.425
32,3,177,213.53,490.22,8.57,12.022839,10x,1.425
33,4,286,224.69,142.39,10.31,14.463925,10x,1.425
34,5,155,625.70,593.85,10.24,14.378788,10x,1.425
35,3,21,580.52,276.49,8.59,12.061582,10x,1.425
36,5,175,326.42,248.46,7.81,10.967223,10x,1.425
37,4,221,111.40,472.93,10.54,14.790350,10x,1.425
38,1,210,433.43,532.63,9.60,13.476026,10x,1.425
39,3,99,613.19,568.24,8.02,11.255061,10x,1.425
40,3,9,181.89,142.35,10.33,14.502576,10x,1.425
41,4,49,277.86,665.37,8.22,11.534739,10x,1.425
42,5,113,713.01,660.74,10.03,14.070290,10x,1.425
43,5,110,631.87,792.62,7.63,10.713534,10x,1.425
44,3,139,146.98,336.42,8.53,11.975290,10x,1.425
45,5,275,164.57,824.22,8.46,11.875884,10x,1.425
46,2,109,104.08,287.01,10.10,14.179893,10x,1.425
47,2,128,556.14,582.05,9.27,13.011082,10x,1.425
48,1,130,615.51,625.05,10.31,14.475964,10x,1.425
49,3,5,758.43,558.32,8.97,12.585711,10x,1.425
50,5,234,466.45,125.92,9.21,12.922650,10x,1.425
