droplet_id,roi_id,frame,center_x,center_y,radius_px,diameter_um,magnification,pixels_per_um
1,1,171,756.29,416.41,19.39,27.216376,10x,1.425
2,5,80,414.03,151.34,18.31,25.703658,10x,1.425
3,2,294,333.50,895.91,16.91,23.726471,10x,1.425
4,3,34,647.78,287.94,19.05,26.740788,10x,1.425
5,5,27,484.72,645.08,19.29,27.069146,10x,1.425
6,3,12,735.57,454.83,19.25,27.016503,10x,1.425
7,1,223,275.18,190.08,20.96,29.422479,10x,1.425
8,2,272,272.63,438.03,14.81,20.784820,10x,1.425
9,1,127,733.89,766.80,16.29,22.861923,10x,1.425
10,2,259,755.70,615.57,14.81,20.785907,10x,1.425
11,1,213,765.47,241.13,15.74,22.095973,10x,1.425
12,5,41,760.40,848.77,18.08,25.379595,10x,1.425
13,5,37,231.28,687.57,19.00,26.660623,10x,1.425
14,4,161,661.30,123.08,19.10,26.800088,10x,1.425
15,4,169,456.53,761.15,21.29,29.882166,10x,1.425
16,1,107,121.11,458.38,16.82,23.611310,10x,1.425
17,2,194,467.76,177.52,16.16,22.674122,10x,1.425
18,1,275,307.20,796.43,16.44,23.067799,10x,1.425
19,4,148,466.76,780.68,16.15,22.665357,10x,1.425
20,3,130,566.19,129.44,16.24,22.790124,10x,1.425
21,4,268,461.29,699.50,15.57,21.847925,10x,1.425
22,2,113,216.43,306.99,18.02,25.293262,10x,1.425
23,2,212,715.13,384.07,17.66,24.779684,10x,1.425
24,2,4,527.25,390.49,16.97,23.815384,10x,1.425
25,4,14,195.68,774.90,17.58,24.667586,10x,1.425
26,2,75,793.88,658.33,20.60,28.911682,10x,1.425
27,4,285,747.46,420.16,18.44,25.875105,10x,1.425
28,5,223,675.26,238.12,16.13,22.637921,10x,1.425
29,5,100,600.54,234.34,15.62,21.920993,10x,1.425
30,1,3,330.85,859.98,18.20,25.546862,10x,1.425
31,2,74,523.47,158.15,15.00,21.051418,10x,1.425
32,1,104,399.38,249.94,16.74,23.496668,10x,1.425
33,4,46,255.29,809.69,18.94,26.583913,10x,1.425
34,3,47,282.08,797.80,19.02,26.692276,10x,1.425
35,1,58,678.58,453.73,18.11,25.421125,10x,1.425
36,3,104,156.57,702.55,19.88,27.902679,10x,1.425
37,3,268,581.51,681.39,15.64,21.956797,10x,1.425
38,4,225,237.89,285.34,16.33,22.915524,10x,1.425
39,5,233,207.03,486.04,14.93,20.960544,10x,1.425
40,4,66,613.55,704.53,15.36,21.552683,10x,1.425
41,2,110,789.03,312.31,14.80,20.773264,10x,1.425
42,2,289,766.84,763.65,16.88,23.696957,10x,1.425
43,1,96,754.63,512.88,15.79,22.154629,10x,1.425
44,4,60,678.43,259.58,17.65,24.772021,10x,1.425
45,5,18,413.61,583.69,15.68,22.004992,10x,1.425
46,1,216,430.59,878.32,15.01,21.068697,10x,1.425
47,3,187,487.39,769.71,16.20,22.733594,10x,1.425
48,2,52,303.29,342.06,15.77,22.127856,10x,1.425
49,5,221,543.69,243.01,20.80,29.188081,10x,1.425
50,3,146,751.43,770.10,20.67,29.015952,10x,1.425
